lowRate,cheapestRate_allNights_baseFare,cheapestRate_allNights_fees,cheapestRate_allNights_taxes,cheapestRate_allNights_totalFare,cheapestRate_perNight_baseFare,cheapestRate_perNight_fees,cheapestRate_perNight_taxes,cheapestRate_perNight_totalFare,originalRate_allNights_baseFare,originalRate_allNights_fees,originalRate_allNights_taxes,originalRate_allNights_totalFare,originalRate_perNight_baseFare,originalRate_perNight_fees,originalRate_perNight_taxes,originalRate_perNight_totalFare
1050000,867768,0,182232,1050000,289256,0.0,60744.0,350000,1157024,0,242976,1400000,385674,0.0,80992.0,466667
667000,551239,0,115761,667000,183746,0.0,38587.0,222333,734985,0,154348,889333,244995,0.0,51449.33,296444
736000,608265,0,127735,736000,202755,0.0,42578.33,245333,811020,0,170313,981333,270340,0.0,56771.0,327111
1500000,1239669,0,260331,1500000,413223,0.0,86777.0,500000,1652892,0,347108,2000000,550964,0.0,115702.67,666667
1350000,1115703,0,234297,1350000,371901,0.0,78099.0,450000,1487604,0,312396,1800000,495868,0.0,104132.0,600000
1019408,834896,0,184512,1019408,278298,0.0,61504.0,339803,1391493,0,307520,1699013,463831,0.0,102506.67,566338
854698,699998,0,154700,854698,233332,0.0,51566.67,284899,1166666,0,257832,1424498,388888,0.0,85944.0,474833
509997,421485,0,88512,509997,140495,0.0,29504.0,169999,561980,0,118016,679996,187326,0.0,39338.67,226665
6010974,4967747,0,1043227,6010974,1655915,0.0,347742.33,2003658,5183450,0,1088524,6271974,1727816,0.0,362841.33,2090658
3449045,2850451,0,598594,3449045,950150,0.0,199531.33,1149682,3800601,0,798126,4598727,1266867,0.0,266042.0,1532909
4355553,3599631,0,755922,4355553,1199877,0.0,251974.0,1451851,4799508,0,1007896,5807404,1599836,0.0,335965.33,1935801
4155400,3434215,0,721185,4155400,1144738,0.0,240395.0,1385133,4578953,0,961580,5540533,1526317,0.0,320526.67,1846844
2242000,1852892,0,389108,2242000,617630,0.0,129702.67,747333,2470523,0,518810,2989333,823507,0.0,172936.67,996444
1552634,1283169,0,269465,1552634,427723,0.0,89821.67,517545,1710892,0,359287,2070179,570297,0.0,119762.33,690060
14111110,11662074,0,2449036,14111110,3887358,0.0,816345.33,4703703,14577593,0,3061295,17638888,4859197,0.0,1020431.67,5879629
1602000,1323967,0,278033,1602000,441322,0.0,92677.67,534000,1765289,0,370711,2136000,588429,0.0,123570.33,712000
2590000,2140496,0,449504,2590000,713498,0.0,149834.67,863333,2853995,0,599338,3453333,951331,0.0,199779.33,1151111
2411200,1992728,0,418472,2411200,664242,0.0,139490.67,803733,2656971,0,557962,3214933,885657,0.0,185987.33,1071644
3884486,3210320,0,674166,3884486,1070106,0.0,224722.0,1294829,4280427,0,898888,5179315,1426809,0.0,299629.33,1726438
3300000,2727272,0,572728,3300000,909090,0.0,190909.33,1100000,3636363,0,763637,4400000,1212121,0.0,254545.67,1466667
4100000,3388429,0,711571,4100000,1129476,0.0,237190.33,1366667,4517905,0,948762,5466667,1505968,0.0,316254.0,1822222
1651110,1364553,0,286557,1651110,454851,0.0,95519.0,550370,1819404,0,382076,2201480,606468,0.0,127358.67,733827
3169000,2619008,0,549992,3169000,873002,0.0,183330.67,1056333,3492011,0,733322,4225333,1164003,0.0,244440.67,1408444
1670809,1380832,289977,0,1670809,460277,96659.0,0.0,556936,1545202,289977,0,1835179,515067,96659.0,0.0,611726
2750000,2272727,0,477273,2750000,757575,0.0,159091.0,916667,3030303,0,636364,3666667,1010101,0.0,212121.33,1222222
2400000,1983471,0,416529,2400000,661157,0.0,138843.0,800000,2644628,0,555372,3200000,881542,0.0,185124.0,1066667
1835000,1516530,0,318470,1835000,505510,0.0,106156.67,611667,2022040,0,424627,2446667,674013,0.0,141542.33,815556
1238000,1023140,0,214860,1238000,341046,0.0,71620.0,412667,1364187,0,286480,1650667,454729,0.0,95493.33,550222
1370000,1132232,0,237768,1370000,377410,0.0,79256.0,456667,1509643,0,317024,1826667,503214,0.0,105674.67,608889
1799000,1486777,0,312223,1799000,495592,0.0,104074.33,599667,1982369,0,416298,2398667,660789,0.0,138766.0,799556
1602000,1323967,0,278033,1602000,441322,0.0,92677.67,534000,1765289,0,370711,2136000,588429,0.0,123570.33,712000
1195000,987603,0,207397,1195000,329201,0.0,69132.33,398333,1316804,0,276529,1593333,438934,0.0,92176.33,531111
1125000,929751,0,195249,1125000,309917,0.0,65083.0,375000,1239668,0,260332,1500000,413222,0.0,86777.33,500000
430263,355589,0,74674,430263,118529,0.0,24891.33,143421,455884,0,95736,551620,151961,0.0,31912.0,183873
1110000,917355,0,192645,1110000,305785,0.0,64215.0,370000,1223140,0,256860,1480000,407713,0.0,85620.0,493333
928800,767603,0,161197,928800,255867,0.0,53732.33,309600,959504,0,201496,1161000,319834,0.0,67165.33,387000
947619,776100,0,171519,947619,258700,0.0,57173.0,315873,1583877,0,350037,1933914,527959,0.0,116679.0,644638
869700,718761,0,150939,869700,239587,0.0,50313.0,289900,958348,0,201252,1159600,319449,0.0,67084.0,386533
923338,763089,0,160249,923338,254363,0.0,53416.33,307779,1271814,0,267082,1538896,423938,0.0,89027.33,512965
915000,756198,0,158802,915000,252066,0.0,52934.0,305000,1008264,0,211736,1220000,336088,0.0,70578.67,406667
975000,805786,0,169214,975000,268595,0.0,56404.67,325000,1074381,0,225619,1300000,358127,0.0,75206.33,433333
498701,412150,0,86551,498701,137383,0.0,28850.33,166234,606102,0,127281,733383,202034,0.0,42427.0,244461
920000,760331,0,159669,920000,253443,0.0,53223.0,306667,1013775,0,212892,1226667,337925,0.0,70964.0,408889
540000,446280,0,93720,540000,148760,0.0,31240.0,180000,595040,0,124960,720000,198346,0.0,41653.33,240000
448951,371034,0,77917,448951,123678,0.0,25972.33,149650,588942,0,123678,712620,196314,0.0,41226.0,237540
298845,246980,0,51865,298845,82326,0.0,17288.33,99615,392031,0,82326,474357,130677,0.0,27442.0,158119
910000,752066,0,157934,910000,250688,0.0,52644.67,303333,1002755,0,210578,1213333,334251,0.0,70192.67,404444
435000,359505,0,75495,435000,119835,0.0,25165.0,145000,479340,0,100660,580000,159780,0.0,33553.33,193333
716098,591816,0,124282,716098,197272,0.0,41427.33,238699,870318,0,182768,1053086,290106,0.0,60922.67,351029
1650000,1363635,0,286365,1650000,454545,0.0,95455.0,550000,1818180,0,381820,2200000,606060,0.0,127273.33,733333
491620,406298,0,85322,491620,135432,0.0,28440.67,163873,644917,0,135432,780349,214972,0.0,45144.0,260116
370049,305826,0,64223,370049,101942,0.0,21407.67,123350,485437,0,101942,587379,161812,0.0,33980.67,195793
317554,262442,0,55112,317554,87480,0.0,18370.67,105851,336463,0,70657,407120,112154,0.0,23552.33,135707
915000,756198,0,158802,915000,252066,0.0,52934.0,305000,1008264,0,211736,1220000,336088,0.0,70578.67,406667
1485000,1227273,257727,0,1485000,409091,85909.0,0.0,495000,1363636,257727,0,1621363,454545,85909.0,0.0,540454
397215,328277,0,68938,397215,109425,0.0,22979.33,132405,420868,0,88383,509251,140289,0.0,29461.0,169750
405000,334710,0,70290,405000,111570,0.0,23430.0,135000,446280,0,93720,540000,148760,0.0,31240.0,180000
174821,144480,0,30341,174821,48160,0.0,10113.67,58274,185230,0,38898,224128,61743,0.0,12966.0,74709
454026,375228,0,78798,454026,125076,0.0,26266.0,151342,481063,0,101022,582085,160354,0.0,33674.0,194028
3134000,2590083,0,543917,3134000,863361,0.0,181305.67,1044667,3453444,0,725223,4178667,1151148,0.0,241741.0,1392889
9107345,7526731,0,1580614,9107345,2508910,0.0,526871.33,3035782,10035641,0,2107486,12143127,3345213,0.0,702495.33,4047709
4648000,3841322,0,806678,4648000,1280440,0.0,268892.67,1549333,5121763,0,1075570,6197333,1707254,0.0,358523.33,2065778
7133333,5895316,0,1238017,7133333,1965105,0.0,412672.33,2377778,7860421,0,1650690,9511111,2620140,0.0,550230.0,3170370
3342999,2762809,0,580190,3342999,920936,0.0,193396.67,1114333,3683745,0,773587,4457332,1227915,0.0,257862.33,1485777
8675297,7169667,0,1505630,8675297,2389889,0.0,501876.67,2891766,9559556,0,2007507,11567063,3186518,0.0,669169.0,3855688
7505300,6202727,0,1302573,7505300,2067575,0.0,434191.0,2501767,8270303,0,1736764,10007067,2756767,0.0,578921.33,3335689
2794000,2309091,0,484909,2794000,769697,0.0,161636.33,931333,4198347,0,881653,5080000,1399449,0.0,293884.33,1693333
2950000,2438016,0,511984,2950000,812672,0.0,170661.33,983333,3250688,0,682645,3933333,1083562,0.0,227548.33,1311111
2794000,2309091,0,484909,2794000,769697,0.0,161636.33,931333,4198347,0,881653,5080000,1399449,0.0,293884.33,1693333
2470000,2041322,0,428678,2470000,680440,0.0,142892.67,823333,2721763,0,571570,3293333,907254,0.0,190523.33,1097778
3250000,2685951,0,564049,3250000,895317,0.0,188016.33,1083333,3581268,0,752065,4333333,1193756,0.0,250688.33,1444444
2730000,2256198,0,473802,2730000,752066,0.0,157934.0,910000,3008264,0,631736,3640000,1002754,0.0,210578.67,1213333
4000000,3305785,0,694215,4000000,1101928,0.0,231405.0,1333333,4407713,0,925620,5333333,1469237,0.0,308540.0,1777778
2235000,1847108,0,387892,2235000,615702,0.0,129297.33,745000,2462811,0,517189,2980000,820937,0.0,172396.33,993333
2600000,2148761,0,451239,2600000,716253,0.0,150413.0,866667,2865015,0,601652,3466667,955005,0.0,200550.67,1155556
2167000,1790909,0,376091,2167000,596969,0.0,125363.67,722333,2387879,0,501454,2889333,795959,0.0,167151.33,963111
2750000,2272727,0,477273,2750000,757575,0.0,159091.0,916667,3030303,0,636364,3666667,1010101,0.0,212121.33,1222222
1870984,1546268,0,324716,1870984,515422,0.0,108238.67,623661,2061691,0,432954,2494645,687230,0.0,144318.0,831548
13260000,10958677,0,2301323,13260000,3652892,0.0,767107.67,4420000,14611569,0,3068431,17680000,4870523,0.0,1022810.33,5893333
1600000,1322314,0,277686,1600000,440771,0.0,92562.0,533333,1763085,0,370248,2133333,587695,0.0,123416.0,711111
1764000,1457850,0,306150,1764000,485950,0.0,102050.0,588000,1943800,0,408200,2352000,647933,0.0,136066.67,784000
3210000,2652893,0,557107,3210000,884297,0.0,185702.33,1070000,3537191,0,742809,4280000,1179063,0.0,247603.0,1426667
2378000,1965289,0,412711,2378000,655096,0.0,137570.33,792667,2620385,0,550282,3170667,873461,0.0,183427.33,1056889
710000,586776,0,123224,710000,195592,0.0,41074.67,236667,1173554,0,246446,1420000,391184,0.0,82148.67,473333
75888000,62717356,0,13170644,75888000,20905785,0.0,4390214.67,25296000,83623141,0,17560859,101184000,27874380,0.0,5853619.67,33728000
7300000,6033058,0,1266942,7300000,2011019,0.0,422314.0,2433333,8044077,0,1689256,9733333,2681359,0.0,563085.33,3244444
2125000,1756198,0,368802,2125000,585399,0.0,122934.0,708333,2066116,0,433884,2500000,688705,0.0,144628.0,833333
6545000,5409091,0,1135909,6545000,1803030,0.0,378636.33,2181667,7212121,0,1514546,8726667,2404040,0.0,504848.67,2908889
2820000,2330579,0,489421,2820000,776859,0.0,163140.33,940000,3107439,0,652561,3760000,1035813,0.0,217520.33,1253333
8100000,6694215,0,1405785,8100000,2231405,0.0,468595.0,2700000,8925620,0,1874380,10800000,2975206,0.0,624793.33,3600000
3371197,2786113,0,585084,3371197,928704,0.0,195028.0,1123732,2827293,0,593731,3421024,942431,0.0,197910.33,1140341
3312900,2737934,0,574966,3312900,912644,0.0,191655.33,1104300,3650579,0,766621,4417200,1216859,0.0,255540.33,1472400
4197000,3468596,0,728404,4197000,1156198,0.0,242801.33,1399000,4624795,0,971205,5596000,1541598,0.0,323735.0,1865333
4197000,3468596,0,728404,4197000,1156198,0.0,242801.33,1399000,4624795,0,971205,5596000,1541598,0.0,323735.0,1865333
2125000,1756198,0,368802,2125000,585399,0.0,122934.0,708333,2066116,0,433884,2500000,688705,0.0,144628.0,833333
3174445,2623508,0,550937,3174445,874502,0.0,183645.67,1058148,3747869,0,787052,4534921,1249289,0.0,262350.67,1511640
2466000,2038016,0,427984,2466000,679338,0.0,142661.33,822000,2717355,0,570645,3288000,905785,0.0,190215.0,1096000
2400000,1983471,0,416529,2400000,661157,0.0,138843.0,800000,2644628,0,555372,3200000,881542,0.0,185124.0,1066667
2425000,2004132,0,420868,2425000,668044,0.0,140289.33,808333,2672176,0,561157,3233333,890725,0.0,187052.33,1077778
1316400,1087933,0,228467,1316400,362644,0.0,76155.67,438800,1450577,0,304623,1755200,483525,0.0,101541.0,585067
3302367,2729229,0,573138,3302367,909743,0.0,191046.0,1100789,3638972,0,764184,4403156,1212990,0.0,254728.0,1467719
1958000,1618181,0,339819,1958000,539393,0.0,113273.0,652667,2157575,0,453092,2610667,719191,0.0,151030.67,870222
1490250,1231612,0,258638,1490250,410537,0.0,86212.67,496750,1642149,0,344851,1987000,547383,0.0,114950.33,662333
5324000,4400000,0,924000,5324000,1466666,0.0,308000.0,1774667,5214876,0,1095124,6310000,1738292,0.0,365041.33,2103333
12000000,9917355,0,2082645,12000000,3305785,0.0,694215.0,4000000,13223140,0,2776860,16000000,4407713,0.0,925620.0,5333333
9238750,7635331,0,1603419,9238750,2545110,0.0,534473.0,3079583,10180441,0,2137892,12318333,3393480,0.0,712630.67,4106111
6126030,5062835,0,1063195,6126030,1687611,0.0,354398.33,2042010,6750447,0,1417593,8168040,2250149,0.0,472531.0,2722680
7937600,6560000,1377600,0,7937600,2186666,459200.0,0.0,2645867,8746667,1836800,0,10583467,2915555,612266.67,0.0,3527822
8102514,6696294,1406220,0,8102514,2232098,468740.0,0.0,2700838,8928392,1874960,0,10803352,2976130,624986.67,0.0,3601117
6126030,5062835,0,1063195,6126030,1687611,0.0,354398.33,2042010,6750447,0,1417593,8168040,2250149,0.0,472531.0,2722680
5475252,4525000,950252,0,5475252,1508333,316750.67,0.0,1825084,6033333,1267003,0,7300336,2011111,422334.33,0.0,2433445
7937600,6560000,1377600,0,7937600,2186666,459200.0,0.0,2645867,8746667,1836800,0,10583467,2915555,612266.67,0.0,3527822
9445000,7805786,0,1639214,9445000,2601928,0.0,546404.67,3148333,10407715,0,2185618,12593333,3469238,0.0,728539.33,4197778
10491736,8670857,0,1820879,10491736,2890285,0.0,606959.67,3497245,11561143,0,2427838,13988981,3853714,0.0,809279.33,4662994
3089997,2553717,0,536280,3089997,851239,0.0,178760.0,1029999,3404956,0,715040,4119996,1134985,0.0,238346.67,1373332
14670000,12123967,0,2546033,14670000,4041322,0.0,848677.67,4890000,16165289,0,3394711,19560000,5388429,0.0,1131570.33,6520000
5343099,4415785,0,927314,5343099,1471928,0.0,309104.67,1781033,5887713,0,1236419,7124132,1962571,0.0,412139.67,2374711
5999999,4958677,0,1041322,5999999,1652892,0.0,347107.33,2000000,6611569,0,1388430,7999999,2203856,0.0,462810.0,2666666
3631109,3000916,0,630193,3631109,1000305,0.0,210064.33,1210370,4001221,0,840258,4841479,1333740,0.0,280086.0,1613826
6554000,5416529,0,1137471,6554000,1805509,0.0,379157.0,2184667,7222039,0,1516628,8738667,2407346,0.0,505542.67,2912889
9047000,7476860,0,1570140,9047000,2492286,0.0,523380.0,3015667,9969147,0,2093520,12062667,3323049,0.0,697840.0,4020889
4050000,3347107,0,702893,4050000,1115702,0.0,234297.67,1350000,4462809,0,937191,5400000,1487603,0.0,312397.0,1800000
9445000,7805786,0,1639214,9445000,2601928,0.0,546404.67,3148333,10407715,0,2185618,12593333,3469238,0.0,728539.33,4197778
3845555,3178145,0,667410,3845555,1059381,0.0,222470.0,1281852,3746555,0,786777,4533332,1248851,0.0,262259.0,1511111
6200000,5123967,0,1076033,6200000,1707989,0.0,358677.67,2066667,6831956,0,1434711,8266667,2277318,0.0,478237.0,2755556
13811684,11414615,0,2397069,13811684,3804871,0.0,799023.0,4603895,15219487,0,3196092,18415579,5073162,0.0,1065364.0,6138526
4676400,3864794,0,811606,4676400,1288264,0.0,270535.33,1558800,5153059,0,1082141,6235200,1717686,0.0,360713.67,2078400
3455000,2855372,0,599628,3455000,951790,0.0,199876.0,1151667,3807163,0,799504,4606667,1269054,0.0,266501.33,1535556
3327000,2749587,0,577413,3327000,916529,0.0,192471.0,1109000,3666116,0,769884,4436000,1222038,0.0,256628.0,1478667
4368000,3609918,0,758082,4368000,1203306,0.0,252694.0,1456000,7520661,0,1579339,9100000,2506887,0.0,526446.33,3033333
4204541,3474827,0,729714,4204541,1158275,0.0,243238.0,1401514,4343534,0,912142,5255676,1447844,0.0,304047.33,1751892
7500000,6198348,0,1301652,7500000,2066116,0.0,433884.0,2500000,8264464,0,1735536,10000000,2754821,0.0,578512.0,3333333
8300000,6859505,0,1440495,8300000,2286501,0.0,480165.0,2766667,7438017,0,1561983,9000000,2479339,0.0,520661.0,3000000
4853320,4011009,0,842311,4853320,1337003,0.0,280770.33,1617773,5348012,0,1123081,6471093,1782670,0.0,374360.33,2157031
5360259,4429965,0,930294,5360259,1476655,0.0,310098.0,1786753,7107743,0,1492626,8600369,2369247,0.0,497542.0,2866790
3720000,3074380,0,645620,3720000,1024793,0.0,215206.67,1240000,4099173,0,860827,4960000,1366391,0.0,286942.33,1653333
13192650,10903016,0,2289634,13192650,3634338,0.0,763211.33,4397550,14537355,0,3052845,17590200,4845785,0.0,1017615.0,5863400
10500000,8677686,0,1822314,10500000,2892562,0.0,607438.0,3500000,11570248,0,2429752,14000000,3856749,0.0,809917.33,4666667
3754699,3103057,0,651642,3754699,1034352,0.0,217214.0,1251566,4137409,0,868856,5006265,1379136,0.0,289618.67,1668755
2900000,2396694,0,503306,2900000,798898,0.0,167768.67,966667,3195592,0,671075,3866667,1065197,0.0,223691.67,1288889
4566200,3773719,0,792481,4566200,1257906,0.0,264160.33,1522067,4439669,0,932331,5372000,1479889,0.0,310777.0,1790667
4705778,3889072,0,816706,4705778,1296357,0.0,272235.33,1568593,8838801,0,1856148,10694949,2946267,0.0,618716.0,3564983
2929998,2421486,0,508512,2929998,807162,0.0,169504.0,976666,3228648,0,678016,3906664,1076216,0.0,226005.33,1302221
2635000,2177686,0,457314,2635000,725895,0.0,152438.0,878333,2903581,0,609752,3513333,967860,0.0,203250.67,1171111
3749999,3099174,650825,0,3749999,1033058,216941.67,0.0,1250000,4132232,867767,0,4999999,1377410,289255.67,0.0,1666666
5500000,4545455,0,954545,5500000,1515151,0.0,318181.67,1833333,6060607,0,1272726,7333333,2020202,0.0,424242.0,2444444
3666663,3030300,0,636363,3666663,1010100,0.0,212121.0,1222221,4040400,0,848484,4888884,1346800,0.0,282828.0,1629628
4739998,3917353,0,822645,4739998,1305784,0.0,274215.0,1579999,5223137,0,1096860,6319997,1741045,0.0,365620.0,2106666
2188800,1808925,0,379875,2188800,602975,0.0,126625.0,729600,2261158,0,474842,2736000,753719,0.0,158280.67,912000
4191440,3464000,0,727440,4191440,1154666,0.0,242480.0,1397147,4618667,0,969920,5588587,1539555,0.0,323306.67,1862862
1783000,1543723,0,239277,1783000,514574,0.0,79759.0,594333,2058297,0,319036,2377333,686099,0.0,106345.33,792444
2094400,1730909,0,363491,2094400,576969,0.0,121163.67,698133,2307879,0,484654,2792533,769293,0.0,161551.33,930844
2094400,1730909,0,363491,2094400,576969,0.0,121163.67,698133,2307879,0,484654,2792533,769293,0.0,161551.33,930844
2100000,1719903,0,380097,2100000,573301,0.0,126699.0,700000,2293204,0,506796,2800000,764401,0.0,168932.0,933333
6824000,5639669,0,1184331,6824000,1879889,0.0,394777.0,2274667,7519559,0,1579108,9098667,2506519,0.0,526369.33,3032889
5900000,4876034,0,1023966,5900000,1625344,0.0,341322.0,1966667,6501379,0,1365288,7866667,2167126,0.0,455096.0,2622222
5900000,4876034,0,1023966,5900000,1625344,0.0,341322.0,1966667,6501379,0,1365288,7866667,2167126,0.0,455096.0,2622222
8400000,6942150,0,1457850,8400000,2314050,0.0,485950.0,2800000,9917355,0,2082645,12000000,3305785,0.0,694215.0,4000000
3220000,2661158,0,558842,3220000,887052,0.0,186280.67,1073333,3548211,0,745122,4293333,1182737,0.0,248374.0,1431111
4400000,3636364,0,763636,4400000,1212121,0.0,254545.33,1466667,4848485,0,1018182,5866667,1616161,0.0,339394.0,1955556
1192307,985378,0,206929,1192307,328459,0.0,68976.33,397436,1313837,0,275906,1589743,437945,0.0,91968.67,529914
4000000,3305786,0,694214,4000000,1101928,0.0,231404.67,1333333,4407715,0,925618,5333333,1469238,0.0,308539.33,1777778
1770000,1462809,0,307191,1770000,487603,0.0,102397.0,590000,1950412,0,409588,2360000,650137,0.0,136529.33,786667
2050000,1694214,0,355786,2050000,564738,0.0,118595.33,683333,2258952,0,474381,2733333,752984,0.0,158127.0,911111
3150000,2603307,0,546693,3150000,867769,0.0,182231.0,1050000,8677686,0,1822314,10500000,2892562,0.0,607438.0,3500000
1063500,878926,0,184574,1063500,292975,0.0,61524.67,354500,892562,0,187438,1080000,297520,0.0,62479.33,360000
1550000,1280991,0,269009,1550000,426997,0.0,89669.67,516667,1707988,0,358679,2066667,569329,0.0,119559.67,688889
4000000,3305786,0,694214,4000000,1101928,0.0,231404.67,1333333,4407715,0,925618,5333333,1469238,0.0,308539.33,1777778
1185000,979338,0,205662,1185000,326446,0.0,68554.0,395000,1305784,0,274216,1580000,435261,0.0,91405.33,526667
2100000,1719903,0,380097,2100000,573301,0.0,126699.0,700000,2293204,0,506796,2800000,764401,0.0,168932.0,933333
22000000,18181817,0,3818183,22000000,6060605,0.0,1272727.67,7333333,24242423,0,5090910,29333333,8080807,0.0,1696970.0,9777778
1300000,1074380,0,225620,1300000,358126,0.0,75206.67,433333,1432507,0,300826,1733333,477502,0.0,100275.33,577778
420000,347106,0,72894,420000,115702,0.0,24298.0,140000,462808,0,97192,560000,154269,0.0,32397.33,186667
2550000,2107438,0,442562,2550000,702479,0.0,147520.67,850000,2809917,0,590083,3400000,936639,0.0,196694.33,1133333
1110938,918130,0,192808,1110938,306043,0.0,64269.33,370313,1224173,0,257078,1481251,408057,0.0,85692.67,493750
1234000,1019835,0,214165,1234000,339945,0.0,71388.33,411333,1359780,0,285553,1645333,453260,0.0,95184.33,548444
1052500,869834,0,182666,1052500,289944,0.0,60888.67,350833,1159779,0,243554,1403333,386593,0.0,81184.67,467778
2584000,2135537,448463,0,2584000,711845,149487.67,0.0,861333,3371901,448463,0,3820364,1123967,149487.67,0.0,1273455
5779000,4776033,0,1002967,5779000,1592011,0.0,334322.33,1926333,5785124,0,1214876,7000000,1928374,0.0,404958.67,2333333
3607600,2981488,0,626112,3607600,993829,0.0,208704.0,1202533,3975317,0,834816,4810133,1325105,0.0,278272.0,1603378
5541801,4580000,961801,0,5541801,1526666,320600.33,0.0,1847267,6106667,1282401,0,7389068,2035555,427467.0,0.0,2463023
3607600,2981488,0,626112,3607600,993829,0.0,208704.0,1202533,3975317,0,834816,4810133,1325105,0.0,278272.0,1603378
3188500,2635124,0,553376,3188500,878374,0.0,184458.67,1062833,3513499,0,737834,4251333,1171166,0.0,245944.67,1417111
6081349,5025908,0,1055441,6081349,1675302,0.0,351813.67,2027116,5190908,0,1090091,6280999,1730302,0.0,363363.67,2093666
6909101,5710000,1199101,0,6909101,1903333,399700.33,0.0,2303034,7613333,1598801,0,9212134,2537777,532933.67,0.0,3070711
2323050,1919876,0,403174,2323050,639958,0.0,134391.33,774350,2018182,0,423818,2442000,672727,0.0,141272.67,814000
5130400,4240000,0,890400,5130400,1413333,0.0,296800.0,1710133,5653333,0,1187200,6840533,1884444,0.0,395733.33,2280178
2073360,1713520,0,359840,2073360,571173,0.0,119946.67,691120,2284693,0,479787,2764480,761564,0.0,159929.0,921493
8464000,6995041,0,1468959,8464000,2331680,0.0,489653.0,2821333,9326721,0,1958612,11285333,3108907,0.0,652870.67,3761778
7332600,6060000,1272600,0,7332600,2020000,424200.0,0.0,2444200,8080000,1696800,0,9776800,2693333,565600.0,0.0,3258933
13200000,10909091,0,2290909,13200000,3636363,0.0,763636.33,4400000,14545455,0,3054545,17600000,4848485,0.0,1018181.67,5866667
2747651,2270786,0,476865,2747651,756928,0.0,158955.0,915884,3662557,0,769137,4431694,1220852,0.0,256379.0,1477231
1839997,1520659,0,319338,1839997,506886,0.0,106446.0,613332,2027545,0,425784,2453329,675848,0.0,141928.0,817776
4786000,3955371,0,830629,4786000,1318457,0.0,276876.33,1595333,5273828,0,1107505,6381333,1757942,0.0,369168.33,2127111
1995000,1648760,0,346240,1995000,549586,0.0,115413.33,665000,2198347,0,461653,2660000,732782,0.0,153884.33,886667
2247132,1857134,0,389998,2247132,619044,0.0,129999.33,749044,3714266,0,779996,4494262,1238088,0.0,259998.67,1498087
1966583,1625275,0,341308,1966583,541758,0.0,113769.33,655528,2068677,0,434423,2503100,689559,0.0,144807.67,834367
3881775,3208079,0,673696,3881775,1069359,0.0,224565.33,1293925,4277439,0,898261,5175700,1425813,0.0,299420.33,1725233
6270000,5181818,0,1088182,6270000,1727272,0.0,362727.33,2090000,6909091,0,1450909,8360000,2303030,0.0,483636.33,2786667
3675000,3037191,0,637809,3675000,1012397,0.0,212603.0,1225000,4049588,0,850412,4900000,1349862,0.0,283470.67,1633333
2635000,2177686,0,457314,2635000,725895,0.0,152438.0,878333,2903581,0,609752,3513333,967860,0.0,203250.67,1171111
3036900,2509835,0,527065,3036900,836611,0.0,175688.33,1012300,2568967,0,539483,3108450,856322,0.0,179827.67,1036150
2386000,1971901,0,414099,2386000,657300,0.0,138033.0,795333,2629201,0,552132,3181333,876400,0.0,184044.0,1060444
1591200,1315041,0,276159,1591200,438347,0.0,92053.0,530400,1753388,0,368212,2121600,584462,0.0,122737.33,707200
2144000,1771901,0,372099,2144000,590633,0.0,124033.0,714667,2362535,0,496132,2858667,787511,0.0,165377.33,952889
1364998,1181817,0,183181,1364998,393939,0.0,61060.33,454999,1575756,0,244241,1819997,525252,0.0,81413.67,606666
1022880,885611,0,137269,1022880,295203,0.0,45756.33,340960,955845,0,148155,1104000,318615,0.0,49385.0,368000
1166000,1009524,0,156476,1166000,336508,0.0,52158.67,388667,1346032,0,208635,1554667,448677,0.0,69545.0,518222
1399997,1157023,0,242974,1399997,385674,0.0,80991.33,466666,1542697,0,323966,1866663,514232,0.0,107988.67,622221
1550000,1280992,0,269008,1550000,426997,0.0,89669.33,516667,1707989,0,358678,2066667,569329,0.0,119559.33,688889
1116000,922315,0,193685,1116000,307438,0.0,64561.67,372000,1024793,0,215207,1240000,341597,0.0,71735.67,413333
1389997,1148758,0,241239,1389997,382919,0.0,80413.0,463332,1531677,0,321652,1853329,510559,0.0,107217.33,617776
1365000,1128100,0,236900,1365000,376033,0.0,78966.67,455000,1504133,0,315867,1820000,501377,0.0,105289.0,606667
1640000,1355372,0,284628,1640000,451790,0.0,94876.0,546667,1807163,0,379504,2186667,602387,0.0,126501.33,728889
1039997,859501,0,180496,1039997,286500,0.0,60165.33,346666,1146001,0,240662,1386663,382000,0.0,80220.67,462221
1400000,1157024,0,242976,1400000,385674,0.0,80992.0,466667,1542699,0,323968,1866667,514233,0.0,107989.33,622222
5803300,4796116,0,1007184,5803300,1598705,0.0,335728.0,1934433,6394821,0,1342912,7737733,2131607,0.0,447637.33,2579244
1675000,1384297,0,290703,1675000,461432,0.0,96901.0,558333,1845729,0,387604,2233333,615243,0.0,129201.33,744444
1360000,1123967,0,236033,1360000,374655,0.0,78677.67,453333,1498623,0,314710,1813333,499541,0.0,104903.33,604444
2323050,1919876,0,403174,2323050,639958,0.0,134391.33,774350,2018182,0,423818,2442000,672727,0.0,141272.67,814000
3569768,2950221,0,619547,3569768,983407,0.0,206515.67,1189923,3933628,0,826062,4759690,1311209,0.0,275354.0,1586563
2400000,1983471,0,416529,2400000,661157,0.0,138843.0,800000,2644628,0,555372,3200000,881542,0.0,185124.0,1066667
