lowRate,cheapestRate_allNights_baseFare,cheapestRate_allNights_fees,cheapestRate_allNights_taxes,cheapestRate_allNights_totalFare,cheapestRate_perNight_baseFare,cheapestRate_perNight_fees,cheapestRate_perNight_taxes,cheapestRate_perNight_totalFare,originalRate_allNights_baseFare,originalRate_allNights_fees,originalRate_allNights_taxes,originalRate_allNights_totalFare,originalRate_perNight_baseFare,originalRate_perNight_fees,originalRate_perNight_taxes,originalRate_perNight_totalFare
995000,822315,0,172685,995000,274105,0.0,57561.67,331667,1096420,0,230247,1326667,365473,0.0,76749.0,442222
1575000,1301653,0,273347,1575000,433884,0.0,91115.67,525000,1735537,0,364463,2100000,578512,0.0,121487.67,700000
2144493,1772309,0,372184,2144493,590769,0.0,124061.33,714831,2363079,0,496245,2859324,787693,0.0,165415.0,953108
1800000,1487604,0,312396,1800000,495868,0.0,104132.0,600000,1983472,0,416528,2400000,661157,0.0,138842.67,800000
939997,776857,0,163140,939997,258952,0.0,54380.0,313332,1035809,0,217520,1253329,345269,0.0,72506.67,417776
4023821,3325472,0,698349,4023821,1108490,0.0,232783.0,1341274,4433963,0,931132,5365095,1477987,0.0,310377.33,1788365
2920000,2413222,0,506778,2920000,804407,0.0,168926.0,973333,3217629,0,675704,3893333,1072543,0.0,225234.67,1297778
2070000,1710743,0,359257,2070000,570247,0.0,119752.33,690000,2280991,0,479009,2760000,760330,0.0,159669.67,920000
1140000,942150,0,197850,1140000,314050,0.0,65950.0,380000,1256200,0,263800,1520000,418733,0.0,87933.33,506667
5600000,4628099,0,971901,5600000,2314049,0.0,485950.5,2800000,6170799,0,1295868,7466667,3085399,0.0,647934.0,3733334
4506827,3724650,782177,0,4506827,1862325,391088.5,0.0,2253414,4169650,782177,0,4951827,2084825,391088.5,0.0,2475914
2916100,2410000,506100,0,2916100,1205000,253050.0,0.0,1458050,3213333,674800,0,3888133,1606666,337400.0,0.0,1944066
7545780,6580832,0,964948,7545780,3290416,0.0,482474.0,3772890,8774443,0,1286597,10061040,4387221,0.0,643298.5,5030520
2408000,1990082,0,417918,2408000,995041,0.0,208959.0,1204000,2653443,0,557224,3210667,1326721,0.0,278612.0,1605334
7229001,5974381,0,1254620,7229001,2987190,0.0,627310.0,3614500,7965841,0,1672827,9638668,3982920,0.0,836413.5,4819334
5350000,4421488,0,928512,5350000,2210744,0.0,464256.0,2675000,4752067,0,997933,5750000,2376033,0.0,498966.5,2875000
5316001,4393389,0,922612,5316001,2196694,0.0,461306.0,2658000,5857852,0,1230149,7088001,2928926,0.0,615074.5,3544000
3300000,2727273,0,572727,3300000,1363636,0.0,286363.5,1650000,3636364,0,763636,4400000,1818182,0.0,381818.0,2200000
874000,722314,0,151686,874000,361157,0.0,75843.0,437000,963085,0,202248,1165333,481542,0.0,101124.0,582666
16012293,13233300,0,2778993,16012293,6616650,0.0,1389496.5,8006146,17644400,0,3705324,21349724,8822200,0.0,1852662.0,10674862
11132000,9200000,0,1932000,11132000,4600000,0.0,966000.0,5566000,12266667,0,2576000,14842667,6133333,0.0,1288000.0,7421334
17972917,14853650,0,3119267,17972917,7426825,0.0,1559633.5,8986458,16058000,0,3372180,19430180,8029000,0.0,1686090.0,9715090
2850760,2356000,0,494760,2850760,1178000,0.0,247380.0,1425380,3141333,0,659680,3801013,1570666,0.0,329840.0,1900506
2050000,1694215,0,355785,2050000,847107,0.0,177892.5,1025000,2258953,0,474380,2733333,1129476,0.0,237190.0,1366666
17545000,14500000,3045000,0,17545000,7250000,1522500.0,0.0,8772500,19333333,4060000,0,23393333,9666666,2030000.0,0.0,11696666
2408000,1990082,0,417918,2408000,995041,0.0,208959.0,1204000,2653443,0,557224,3210667,1326721,0.0,278612.0,1605334
5865167,4847245,0,1017922,5865167,2423622,0.0,508961.0,2932584,8544323,0,0,8544323,4272161,0.0,0.0,4272162
2984000,2466116,0,517884,2984000,1233058,0.0,258942.0,1492000,3288155,0,690512,3978667,1644077,0.0,345256.0,1989334
4870000,4024793,0,845207,4870000,2012396,0.0,422603.5,2435000,5366391,0,1126942,6493333,2683195,0.0,563471.0,3246666
5263500,4350000,913500,0,5263500,2175000,456750.0,0.0,2631750,5800000,1218000,0,7018000,2900000,609000.0,0.0,3509000
2150000,1776860,0,373140,2150000,888430,0.0,186570.0,1075000,2369147,0,497520,2866667,1184573,0.0,248760.0,1433334
2600000,2148760,0,451240,2600000,1074380,0.0,225620.0,1300000,2865013,0,601654,3466667,1432506,0.0,300827.0,1733334
2554310,2111000,0,443310,2554310,1055500,0.0,221655.0,1277155,2814667,0,591080,3405747,1407333,0.0,295540.0,1702874
3361776,2778327,0,583449,3361776,1389163,0.0,291724.5,1680888,3704436,0,777932,4482368,1852218,0.0,388966.0,2241184
11444641,9756326,803982,884333,11444641,4878163,401991.0,442166.5,5722320,13008435,1071976,1179111,15259522,6504217,535988.0,589555.5,7629761
7230960,5976000,1254960,0,7230960,2988000,627480.0,0.0,3615480,7968000,1673280,0,9641280,3984000,836640.0,0.0,4820640
6156378,5087916,0,1068462,6156378,2543958,0.0,534231.0,3078189,5653239,0,1187181,6840420,2826619,0.0,593590.5,3420210
4325000,3574380,0,750620,4325000,1787190,0.0,375310.0,2162500,4765840,0,1000827,5766667,2382920,0.0,500413.5,2883334
4320000,3570248,0,749752,4320000,1785124,0.0,374876.0,2160000,5950414,0,1249586,7200000,2975207,0.0,624793.0,3600000
2670000,2206611,0,463389,2670000,1103305,0.0,231694.5,1335000,2942148,0,617852,3560000,1471074,0.0,308926.0,1780000
9993390,8259000,1734390,0,9993390,4129500,867195.0,0.0,4996695,11012000,2312520,0,13324520,5506000,1156260.0,0.0,6662260
2857000,2361157,0,495843,2857000,1180578,0.0,247921.5,1428500,3148209,0,661124,3809333,1574104,0.0,330562.0,1904666
3881776,3208079,0,673697,3881776,1604039,0.0,336848.5,1940888,4277439,0,898262,5175701,2138719,0.0,449131.0,2587850
2880000,2380165,0,499835,2880000,1190082,0.0,249917.5,1440000,3173553,0,666447,3840000,1586776,0.0,333223.5,1920000
2150000,1776859,0,373141,2150000,888429,0.0,186570.5,1075000,2369145,0,497522,2866667,1184572,0.0,248761.0,1433334
2850000,2355372,0,494628,2850000,1177686,0.0,247314.0,1425000,3140496,0,659504,3800000,1570248,0.0,329752.0,1900000
5293750,4375000,0,918750,5293750,2187500,0.0,459375.0,2646875,4950000,0,1039500,5989500,2475000,0.0,519750.0,2994750
3871580,3300507,271910,299163,3871580,1650253,135955.0,149581.5,1935790,4400676,362598,398937,5162211,2200338,181299.0,199468.5,2581106
3726800,3080000,646800,0,3726800,1540000,323400.0,0.0,1863400,4106667,862400,0,4969067,2053333,431200.0,0.0,2484534
7126900,5890000,1236900,0,7126900,2945000,618450.0,0.0,3563450,7853333,1649200,0,9502533,3926666,824600.0,0.0,4751266
4200000,3471075,0,728925,4200000,1735537,0.0,364462.5,2100000,4628100,0,971900,5600000,2314050,0.0,485950.0,2800000
13068000,10800000,2268000,0,13068000,5400000,1134000.0,0.0,6534000,14400000,3024000,0,17424000,7200000,1512000.0,0.0,8712000
2339810,1933728,0,406082,2339810,966864,0.0,203041.0,1169905,2578304,0,541443,3119747,1289152,0.0,270721.5,1559874
2661452,2199547,0,461905,2661452,1099773,0.0,230952.5,1330726,2932729,0,615874,3548603,1466364,0.0,307937.0,1774302
6776000,5600000,1176000,0,6776000,2800000,588000.0,0.0,3388000,7466667,1568000,0,9034667,3733333,784000.0,0.0,4517334
2094000,1730578,0,363422,2094000,865289,0.0,181711.0,1047000,2307437,0,484563,2792000,1153718,0.0,242281.5,1396000
1725000,1425620,0,299380,1725000,712810,0.0,149690.0,862500,1549587,0,325413,1875000,774793,0.0,162706.5,937500
10640356,8793680,1846676,0,10640356,4396840,923338.0,0.0,5320178,11724907,2462235,0,14187142,5862453,1231117.5,0.0,7093571
2730000,2256199,0,473801,2730000,1128099,0.0,236900.5,1365000,3008265,0,631735,3640000,1504132,0.0,315867.5,1820000
2236676,1906500,157257,172919,2236676,953250,78628.5,86459.5,1118338,2541948,209728,230559,2982235,1270974,104864.0,115279.5,1491118
1943750,1606405,0,337345,1943750,803202,0.0,168672.5,971875,1745868,0,366632,2112500,872934,0.0,183316.0,1056250
3202100,2646363,0,555737,3202100,1323181,0.0,277868.5,1601050,2700826,0,567174,3268000,1350413,0.0,283587.0,1634000
1985000,1640496,0,344504,1985000,820248,0.0,172252.0,992500,2187328,0,459339,2646667,1093664,0.0,229669.5,1323334
4198380,3469735,0,728645,4198380,1734867,0.0,364322.5,2099190,4626313,0,971527,5597840,2313156,0.0,485763.5,2798920
3528360,2916000,612360,0,3528360,1458000,306180.0,0.0,1764180,3888000,816480,0,4704480,1944000,408240.0,0.0,2352240
1266000,1046281,0,219719,1266000,523140,0.0,109859.5,633000,1395041,0,292959,1688000,697520,0.0,146479.5,844000
2176000,1798347,0,377653,2176000,899173,0.0,188826.5,1088000,2397796,0,503537,2901333,1198898,0.0,251768.5,1450666
17036800,14080000,0,2956800,17036800,7040000,0.0,1478400.0,8518400,18773333,0,3942400,22715733,9386666,0.0,1971200.0,11357866
1250000,1033058,0,216942,1250000,516529,0.0,108471.0,625000,1377411,0,289256,1666667,688705,0.0,144628.0,833334
1645000,1359504,0,285496,1645000,679752,0.0,142748.0,822500,1812672,0,380661,2193333,906336,0.0,190330.5,1096666
2166666,1790633,0,376033,2166666,895316,0.0,188016.5,1083333,2387511,0,501377,2888888,1193755,0.0,250688.5,1444444
2893170,2391050,502120,0,2893170,1195525,251060.0,0.0,1446585,3188067,669493,0,3857560,1594033,334746.5,0.0,1928780
2547500,2105372,0,442128,2547500,1052686,0.0,221064.0,1273750,2807163,0,589504,3396667,1403581,0.0,294752.0,1698334
3365556,2781451,0,584105,3365556,1390725,0.0,292052.5,1682778,3708601,0,778807,4487408,1854300,0.0,389403.5,2243704
4513300,3730000,783300,0,4513300,1865000,391650.0,0.0,2256650,4973333,1044400,0,6017733,2486666,522200.0,0.0,3008866
4045556,3343435,0,702121,4045556,1671717,0.0,351060.5,2022778,4457913,0,936162,5394075,2228956,0.0,468081.0,2697038
6776000,5600000,1176000,0,6776000,2800000,588000.0,0.0,3388000,7466667,1568000,0,9034667,3733333,784000.0,0.0,4517334
9855316,8401320,692305,761691,9855316,4200660,346152.5,380845.5,4927658,11201708,923021,1015589,13140318,5600854,461510.5,507794.5,6570159
3291266,2805870,231186,254210,3291266,1402935,115593.0,127105.0,1645633,3741108,308248,338947,4388303,1870554,154124.0,169473.5,2194152
2837451,2345000,492451,0,2837451,1172500,246225.5,0.0,1418726,3126667,656601,0,3783268,1563333,328300.5,0.0,1891634
2139999,1768595,371404,0,2139999,884297,185702.0,0.0,1070000,2358127,495205,0,2853332,1179063,247602.5,0.0,1426666
563000,465289,0,97711,563000,232644,0.0,48855.5,281500,620385,0,130282,750667,310192,0.0,65141.0,375334
2528300,2089504,0,438796,2528300,1044752,0.0,219398.0,1264150,2786005,0,585062,3371067,1393002,0.0,292531.0,1685534
4776119,4071440,335658,369021,4776119,2035720,167829.0,184510.5,2388060,5428639,447492,491975,6368106,2714319,223746.0,245987.5,3184053
2100000,1735537,0,364463,2100000,867768,0.0,182231.5,1050000,2314050,0,485950,2800000,1157025,0.0,242975.0,1400000
7937600,6560000,0,1377600,7937600,3280000,0.0,688800.0,3968800,8000000,0,1680000,9680000,4000000,0.0,840000.0,4840000
6041638,4993089,0,1048549,6041638,2496544,0.0,524274.5,3020819,5088589,0,1068604,6157193,2544294,0.0,534302.0,3078596
7167900,5923884,0,1244016,7167900,2961942,0.0,622008.0,3583950,7898512,0,1658688,9557200,3949256,0.0,829344.0,4778600
4513300,3730000,783300,0,4513300,1865000,391650.0,0.0,2256650,4973333,1044400,0,6017733,2486666,522200.0,0.0,3008866
6413000,5300000,1113000,0,6413000,2650000,556500.0,0.0,3206500,7066667,1484000,0,8550667,3533333,742000.0,0.0,4275334
3820000,3157024,0,662976,3820000,1578512,0.0,331488.0,1910000,4209365,0,883968,5093333,2104682,0.0,441984.0,2546666
1294000,1069421,0,224579,1294000,534710,0.0,112289.5,647000,1425895,0,299438,1725333,712947,0.0,149719.0,862666
5055555,4178145,0,877410,5055555,2089072,0.0,438705.0,2527778,5968778,0,1253443,7222221,2984389,0.0,626721.5,3611110
3473100,2870331,602769,0,3473100,1435165,301384.5,0.0,1736550,3752066,602769,0,4354835,1876033,301384.5,0.0,2177418
4250000,3512397,0,737603,4250000,1756198,0.0,368801.5,2125000,4683196,0,983471,5666667,2341598,0.0,491735.5,2833334
4540800,3752727,0,788073,4540800,1876363,0.0,394036.5,2270400,4690909,0,985091,5676000,2345454,0.0,492545.5,2838000
1398000,1155372,0,242628,1398000,577686,0.0,121314.0,699000,1540496,0,323504,1864000,770248,0.0,161752.0,932000
7650000,6322314,0,1327686,7650000,3161157,0.0,663843.0,3825000,8429752,0,1770248,10200000,4214876,0.0,885124.0,5100000
4537500,3750000,787500,0,4537500,1875000,393750.0,0.0,2268750,5000000,1050000,0,6050000,2500000,525000.0,0.0,3025000
2450000,2024793,0,425207,2450000,1012396,0.0,212603.5,1225000,2699724,0,566943,3266667,1349862,0.0,283471.5,1633334
2502000,2067769,0,434231,2502000,1033884,0.0,217115.5,1251000,2757025,0,578975,3336000,1378512,0.0,289487.5,1668000
2296250,1897728,0,398522,2296250,948864,0.0,199261.0,1148125,2520662,0,529338,3050000,1260331,0.0,264669.0,1525000
2170000,1793388,0,376612,2170000,896694,0.0,188306.0,1085000,2391184,0,502149,2893333,1195592,0.0,251074.5,1446666
2223000,1837190,0,385810,2223000,918595,0.0,192905.0,1111500,2449587,0,514413,2964000,1224793,0.0,257206.5,1482000
2001999,1654545,347454,0,2001999,827272,173727.0,0.0,1001000,2206060,463272,0,2669332,1103030,231636.0,0.0,1334666
8320000,6876033,0,1443967,8320000,3438016,0.0,721983.5,4160000,9168044,0,1925289,11093333,4584022,0.0,962644.5,5546666
2398000,1981818,0,416182,2398000,990909,0.0,208091.0,1199000,2642424,0,554909,3197333,1321212,0.0,277454.5,1598666
1715255,1417566,0,297689,1715255,708783,0.0,148844.5,857628,2498718,0,0,2498718,1249359,0.0,0.0,1249359
3429997,2834710,595287,0,3429997,1417355,297643.5,0.0,1714998,3779613,793716,0,4573329,1889806,396858.0,0.0,2286664
2700000,2231405,0,468595,2700000,1115702,0.0,234297.5,1350000,2975207,0,624793,3600000,1487603,0.0,312396.5,1800000
1420000,1173554,0,246446,1420000,586777,0.0,123223.0,710000,1564739,0,328594,1893333,782369,0.0,164297.0,946666
1098000,907438,0,190562,1098000,453719,0.0,95281.0,549000,1209917,0,254083,1464000,604958,0.0,127041.5,732000
4247312,3510175,0,737137,4247312,1755087,0.0,368568.5,2123656,4680233,0,982850,5663083,2340116,0.0,491425.0,2831542
1949971,1611546,338425,0,1949971,805773,169212.5,0.0,974986,2148728,451233,0,2599961,1074364,225616.5,0.0,1299980
3476000,2872728,0,603272,3476000,1436364,0.0,301636.0,1738000,3830304,0,804363,4634667,1915152,0.0,402181.5,2317334
3937500,3254132,0,683368,3937500,1627066,0.0,341684.0,1968750,4338843,0,911157,5250000,2169421,0.0,455578.5,2625000
1471000,1215702,0,255298,1471000,607851,0.0,127649.0,735500,1388429,0,291571,1680000,694214,0.0,145785.5,840000
1686000,1393389,0,292611,1686000,696694,0.0,146305.5,843000,1857852,0,390148,2248000,928926,0.0,195074.0,1124000
5566315,4600261,0,966054,5566315,2300130,0.0,483027.0,2783158,6133681,0,1288072,7421753,3066840,0.0,644036.0,3710876
1850270,1529148,0,321122,1850270,764574,0.0,160561.0,925135,2695446,0,0,2695446,1347723,0.0,0.0,1347723
2944446,2433426,0,511020,2944446,1216713,0.0,255510.0,1472223,3244568,0,681360,3925928,1622284,0.0,340680.0,1962964
2222941,1837141,0,385800,2222941,918570,0.0,192900.0,1111470,2449521,0,514400,2963921,1224760,0.0,257200.0,1481960
1673682,1383208,0,290474,1673682,691604,0.0,145237.0,836841,1844277,0,387299,2231576,922138,0.0,193649.5,1115788
1666666,1377410,0,289256,1666666,688705,0.0,144628.0,833333,1836547,0,385674,2222221,918273,0.0,192837.0,1111110
2837451,2345000,492451,0,2837451,1172500,246225.5,0.0,1418726,3126667,656601,0,3783268,1563333,328300.5,0.0,1891634
5000000,4132232,0,867768,5000000,2066116,0.0,433884.0,2500000,5509643,0,1157024,6666667,2754821,0.0,578512.0,3333334
5488562,4536000,952562,0,5488562,2268000,476281.0,0.0,2744281,6048000,1270083,0,7318083,3024000,635041.5,0.0,3659042
1150000,950413,0,199587,1150000,475206,0.0,99793.5,575000,1267217,0,266116,1533333,633608,0.0,133058.0,766666
700000,578513,0,121487,700000,289256,0.0,60743.5,350000,771351,0,161982,933333,385675,0.0,80991.0,466666
1265511,1045877,0,219634,1265511,522938,0.0,109817.0,632756,1394503,0,292845,1687348,697251,0.0,146422.5,843674
2419199,1999338,419861,0,2419199,999669,209930.5,0.0,1209600,2221486,419861,0,2641347,1110743,209930.5,0.0,1320674
850000,702480,0,147520,850000,351240,0.0,73760.0,425000,936640,0,196693,1133333,468320,0.0,98346.5,566666
928200,767108,0,161092,928200,383554,0.0,80546.0,464100,842976,0,177024,1020000,421488,0.0,88512.0,510000
296238,244824,0,51414,296238,122412,0.0,25707.0,148119,313878,0,65914,379792,156939,0.0,32957.0,189896
1570002,1297521,272481,0,1570002,648760,136240.5,0.0,785001,1730028,363308,0,2093336,865014,181654.0,0.0,1046668
1370000,1132232,0,237768,1370000,566116,0.0,118884.0,685000,1509643,0,317024,1826667,754821,0.0,158512.0,913334
550000,454546,0,95454,550000,227273,0.0,47727.0,275000,606061,0,127272,733333,303030,0.0,63636.0,366666
758000,626446,0,131554,758000,313223,0.0,65777.0,379000,835261,0,175406,1010667,417630,0.0,87703.0,505334
1400000,1157025,0,242975,1400000,578512,0.0,121487.5,700000,1542700,0,323967,1866667,771350,0.0,161983.5,933334
790000,652892,0,137108,790000,326446,0.0,68554.0,395000,870523,0,182810,1053333,435261,0.0,91405.0,526666
754887,623873,0,131014,754887,311936,0.0,65507.0,377444,659319,0,138457,797776,329659,0.0,69228.5,398888
1248000,1031404,0,216596,1248000,515702,0.0,108298.0,624000,1375205,0,288795,1664000,687602,0.0,144397.5,832000
922501,762398,0,160103,922501,381199,0.0,80051.5,461250,851119,0,178735,1029854,425559,0.0,89367.5,514927
595000,491735,0,103265,595000,245867,0.0,51632.5,297500,578512,0,121488,700000,289256,0.0,60744.0,350000
620000,512396,0,107604,620000,256198,0.0,53802.0,310000,683195,0,143472,826667,341597,0.0,71736.0,413334
720000,595042,0,124958,720000,297521,0.0,62479.0,360000,793389,0,166611,960000,396694,0.0,83305.5,480000
399998,330576,0,69422,399998,165288,0.0,34711.0,199999,440768,0,92563,533331,220384,0.0,46281.5,266666
193731,160108,0,33623,193731,80054,0.0,16811.5,96866,235454,0,49445,284899,117727,0.0,24722.5,142450
380470,314438,0,66032,380470,157219,0.0,33016.0,190235,419251,0,88042,507293,209625,0.0,44021.0,253646
346585,286434,0,60151,346585,143217,0.0,30075.5,173292,454658,0,95478,550136,227329,0.0,47739.0,275068
520470,430140,0,90330,520470,215070,0.0,45165.0,260235,544482,0,114342,658824,272241,0.0,57171.0,329412
541500,447520,0,93980,541500,223760,0.0,46990.0,270750,471074,0,98926,570000,235537,0.0,49463.0,285000
348557,288064,0,60493,348557,144032,0.0,30246.5,174278,423623,0,88961,512584,211811,0.0,44480.5,256292
319501,264050,0,55451,319501,132025,0.0,27725.5,159750,338526,0,71090,409616,169263,0.0,35545.0,204808
998000,824794,0,173206,998000,412397,0.0,86603.0,499000,1099725,0,230942,1330667,549862,0.0,115471.0,665334
827000,683471,0,143529,827000,341735,0.0,71764.5,413500,911295,0,191372,1102667,455647,0.0,95686.0,551334
282548,233511,0,49037,282548,116755,0.0,24518.5,141274,299372,0,62869,362241,149686,0.0,31434.5,181120
700000,578513,0,121487,700000,289256,0.0,60743.5,350000,771351,0,161982,933333,385675,0.0,80991.0,466666
488040,403339,0,84701,488040,201669,0.0,42350.5,244020,517101,0,108591,625692,258550,0.0,54295.5,312846
635000,524793,0,110207,635000,262396,0.0,55103.5,317500,699724,0,146943,846667,349862,0.0,73471.5,423334
287817,237865,0,49952,287817,118932,0.0,24976.0,143908,304956,0,64041,368997,152478,0.0,32020.5,184498
1610781,1331224,0,279557,1610781,665612,0.0,139778.5,805390,1823594,0,382955,2206549,911797,0.0,191477.5,1103274
796000,657852,0,138148,796000,328926,0.0,69074.0,398000,877136,0,184197,1061333,438568,0.0,92098.5,530666
139998,115700,0,24298,139998,57850,0.0,12149.0,69999,154267,0,32397,186664,77133,0.0,16198.5,93332
293360,242446,0,50914,293360,121223,0.0,25457.0,146680,310828,0,65274,376102,155414,0.0,32637.0,188051
598026,494236,0,103790,598026,247118,0.0,51895.0,299013,581454,0,122106,703560,290727,0.0,61053.0,351780
552330,456471,0,95859,552330,228235,0.0,47929.5,276165,724558,0,152157,876715,362279,0.0,76078.5,438358
299851,247811,0,52040,299851,123905,0.0,26020.0,149926,317705,0,66719,384424,158852,0.0,33359.5,192212
910100,752148,0,157952,910100,376074,0.0,78976.0,455050,791736,0,166264,958000,395868,0.0,83132.0,479000
2116000,1748760,0,367240,2116000,874380,0.0,183620.0,1058000,2331680,0,489653,2821333,1165840,0.0,244826.5,1410666
1020000,842975,0,177025,1020000,421487,0.0,88512.5,510000,1123967,0,236033,1360000,561983,0.0,118016.5,680000
1890000,1561983,0,328017,1890000,780991,0.0,164008.5,945000,2082644,0,437356,2520000,1041322,0.0,218678.0,1260000
600000,495868,0,104132,600000,247934,0.0,52066.0,300000,661157,0,138843,800000,330578,0.0,69421.5,400000
1740296,1438261,0,302035,1740296,719130,0.0,151017.5,870148,1917681,0,402714,2320395,958840,0.0,201357.0,1160198
1205738,996477,0,209261,1205738,498238,0.0,104630.5,602869,1756605,0,0,1756605,878302,0.0,0.0,878302
770000,636364,0,133636,770000,318182,0.0,66818.0,385000,848485,0,178182,1026667,424242,0.0,89091.0,513334
290155,239797,0,50358,290155,119898,0.0,25179.0,145078,380630,0,79932,460562,190315,0.0,39966.0,230281
1675000,1384298,0,290702,1675000,692149,0.0,145351.0,837500,1845731,0,387602,2233333,922865,0.0,193801.0,1116666
600000,495868,0,104132,600000,247934,0.0,52066.0,300000,661157,0,138843,800000,330578,0.0,69421.5,400000
1078000,890910,0,187090,1078000,445455,0.0,93545.0,539000,1272728,0,267272,1540000,636364,0.0,133636.0,770000
750000,619835,0,130165,750000,309917,0.0,65082.5,375000,826447,0,173553,1000000,413223,0.0,86776.5,500000
385466,318567,0,66899,385466,159283,0.0,33449.5,192733,408420,0,85768,494188,204210,0.0,42884.0,247094
880000,727272,0,152728,880000,363636,0.0,76364.0,440000,969696,0,203637,1173333,484848,0.0,101818.5,586666
700000,578512,0,121488,700000,289256,0.0,60744.0,350000,771349,0,161984,933333,385674,0.0,80992.0,466666
1180000,975206,0,204794,1180000,487603,0.0,102397.0,590000,1300275,0,273058,1573333,650137,0.0,136529.0,786666
1378048,1138883,0,239165,1378048,569441,0.0,119582.5,689024,1518511,0,318886,1837397,759255,0.0,159443.0,918698
1144580,945934,0,198646,1144580,472967,0.0,99323.0,572290,1261245,0,264862,1526107,630622,0.0,132431.0,763054
705884,583376,0,122508,705884,291688,0.0,61254.0,352942,777835,0,163344,941179,388917,0.0,81672.0,470590
600000,495868,0,104132,600000,247934,0.0,52066.0,300000,661157,0,138843,800000,330578,0.0,69421.5,400000
1080000,892562,0,187438,1080000,446281,0.0,93719.0,540000,1190083,0,249917,1440000,595041,0.0,124958.5,720000
900000,743802,0,156198,900000,371901,0.0,78099.0,450000,991736,0,208264,1200000,495868,0.0,104132.0,600000
470446,388798,0,81648,470446,194399,0.0,40824.0,235223,617140,0,129599,746739,308570,0.0,64799.5,373370
290155,239797,0,50358,290155,119898,0.0,25179.0,145078,380630,0,79932,460562,190315,0.0,39966.0,230281
559998,462808,0,97190,559998,231404,0.0,48595.0,279999,617077,0,129587,746664,308538,0.0,64793.5,373332
635098,524874,0,110224,635098,262437,0.0,55112.0,317549,672917,0,141312,814229,336458,0.0,70656.0,407114
714750,590703,0,124047,714750,295351,0.0,62023.5,357375,787604,0,165396,953000,393802,0.0,82698.0,476500
1360000,1123966,0,236034,1360000,561983,0.0,118017.0,680000,1498621,0,314712,1813333,749310,0.0,157356.0,906666
2242000,1852892,0,389108,2242000,926446,0.0,194554.0,1121000,2470523,0,518810,2989333,1235261,0.0,259405.0,1494666
2048057,1692609,355448,0,2048057,846304,177724.0,0.0,1024028,1886494,355448,0,2241942,943247,177724.0,0.0,1120971
2100000,1735537,0,364463,2100000,867768,0.0,182231.5,1050000,2314049,0,485951,2800000,1157024,0.0,242975.5,1400000
2092176,1729071,363105,0,2092176,864535,181552.5,0.0,1046088,1987438,363105,0,2350543,993719,181552.5,0.0,1175272
2534003,2094217,439786,0,2534003,1047108,219893.0,0.0,1267002,2792289,586381,0,3378670,1396144,293190.5,0.0,1689335
4410000,3644628,0,765372,4410000,1822314,0.0,382686.0,2205000,4859504,0,1020496,5880000,2429752,0.0,510248.0,2940000
2092176,1729071,363105,0,2092176,864535,181552.5,0.0,1046088,1987438,363105,0,2350543,993719,181552.5,0.0,1175272
2046888,1691643,0,355245,2046888,845821,0.0,177622.5,1023444,2255524,0,473660,2729184,1127762,0.0,236830.0,1364592
2046888,1691643,0,355245,2046888,845821,0.0,177622.5,1023444,2255524,0,473660,2729184,1127762,0.0,236830.0,1364592
2006000,1657852,0,348148,2006000,828926,0.0,174074.0,1003000,1950413,0,409587,2360000,975206,0.0,204793.5,1180000
3186400,2633388,0,553012,3186400,1316694,0.0,276506.0,1593200,3511184,0,737349,4248533,1755592,0.0,368674.5,2124266
1550000,1280991,0,269009,1550000,640495,0.0,134504.5,775000,1707988,0,358679,2066667,853994,0.0,179339.5,1033334
1200000,991735,0,208265,1200000,495867,0.0,104132.5,600000,1322313,0,277687,1600000,661156,0.0,138843.5,800000
1016000,839670,0,176330,1016000,419835,0.0,88165.0,508000,1119560,0,235107,1354667,559780,0.0,117553.5,677334
367435,303666,0,63769,367435,151833,0.0,31884.5,183718,446566,0,93779,540345,223283,0.0,46889.5,270172
1532155,1266243,0,265912,1532155,633121,0.0,132956.0,766078,2231821,0,0,2231821,1115910,0.0,0.0,1115910
1044700,863389,0,181311,1044700,431694,0.0,90655.5,522350,1151185,0,241748,1392933,575592,0.0,120874.0,696466
582418,481337,0,101081,582418,240668,0.0,50540.5,291209,617099,0,129591,746690,308549,0.0,64795.5,373345
700000,578512,0,121488,700000,289256,0.0,60744.0,350000,771349,0,161984,933333,385674,0.0,80992.0,466666
1550000,1280992,0,269008,1550000,640496,0.0,134504.0,775000,1707989,0,358678,2066667,853994,0.0,179339.0,1033334
635693,525366,0,110327,635693,262683,0.0,55163.5,317846,673546,0,141444,814990,336773,0.0,70722.0,407495
1050000,867768,0,182232,1050000,433884,0.0,91116.0,525000,1157024,0,242976,1400000,578512,0.0,121488.0,700000
992500,820248,0,172252,992500,410124,0.0,86126.0,496250,1093664,0,229669,1323333,546832,0.0,114834.5,661666
1566266,1294435,0,271831,1566266,647217,0.0,135915.5,783133,1725913,0,362442,2088355,862956,0.0,181221.0,1044178
180000,148760,0,31240,180000,74380,0.0,15620.0,90000,198347,0,41653,240000,99173,0.0,20826.5,120000
600000,495868,0,104132,600000,247934,0.0,52066.0,300000,661157,0,138843,800000,330578,0.0,69421.5,400000
345117,285221,0,59896,345117,142610,0.0,29948.0,172558,365667,0,76790,442457,182833,0.0,38395.0,221228
1091166,901790,0,189376,1091166,450895,0.0,94688.0,545583,1156141,0,242790,1398931,578070,0.0,121395.0,699466
