city,id,name,displayName,region,starRating,userRating,numReviews,userRatingInfo
Padang,3000010011530,Deivan Hotel,Deivan Hotel,"Padang Barat, Padang",2.0,8.3,1624.0,Mengesankan
Padang,3000010013076,Imelda Hotel - Water Park - Convention,Imelda Hotel - Water Park - Convention,"Pauh, Padang",4.0,8.0,766.0,Nyaman
Padang,3000020007021,Nagari Koto Gadang,Nagari Koto Gadang,"Padang Barat, Padang",0.0,8.9,183.0,Mengesankan
Padang,3000010014031,New d'Dhave Hotel,New d'Dhave Hotel,"Nanggalo, Padang",2.5,8.1,1084.0,Nyaman
Padang,9000000806746,OYO 3305 Bumi Siliwangi Residence,OYO 3305 Bumi Siliwangi Residence,"Padang Utara, Padang",1.0,7.7,74.0,Nyaman
Padang,9000000659662,Fazarel Residence Syariah,Fazarel Residence Syariah,"Padang Barat, Padang",2.0,8.3,118.0,Mengesankan
Padang,9000001071452,d'Dhave hotel,d'Dhave hotel,"Padang Barat, Padang",0.0,7.7,433.0,Nyaman
Padang,9000000972703,TANAHOTEL PADANG,TANAHOTEL PADANG,"Padang Utara, Padang",2.0,8.4,42.0,Mengesankan
Padang,3000020012867,Kinol Homestay,Kinol Homestay,"Padang Selatan, Padang",1.0,7.6,149.0,Nyaman
Padang,9000000370230,OYO 1673 M Authentic Kost Man,OYO 1673 M Authentic Kost Man,"Padang Barat, Padang",2.0,7.4,109.0,Nyaman
Padang,9000001099627,OYO 91675 Utama Residence,OYO 91675 Utama Residence,"Padang Utara, Padang",0.0,,1.0,
Padang,9000000873739,Kelapa Gading Guesthouse II,Kelapa Gading Guesthouse II,"Padang Utara, Padang",0.0,7.9,39.0,Nyaman
Padang,3000010010541,Jesnic Hotel,Jesnic Hotel,"Padang Selatan, Padang",1.0,7.8,169.0,Nyaman
Padang,9000000986701,TEE HOTEL,TEE HOTEL,"Nanggalo, Padang",0.0,8.3,10.0,Mengesankan
Padang,3000020017379,Wisma Ayank,Wisma Ayank,"Lubuk Begalung, Padang",1.0,8.6,153.0,Mengesankan
Padang,3000010035912,Wisma Tatar Pasundan,Wisma Tatar Pasundan,"Padang Utara, Padang",0.0,8.1,108.0,Nyaman
Padang,9000000986676,HOTEL RUMAH RB,HOTEL RUMAH RB,"Padang Timur, Padang",0.0,6.6,7.0,Baik
Padang,3000010010584,Hotel Bintang Padang,Hotel Bintang Padang,"Padang Barat, Padang",1.0,7.7,61.0,Nyaman
Padang,3000010039867,Lestari Guesthouse,Lestari Guesthouse,"Padang Barat, Padang",0.0,8.4,196.0,Mengesankan
Padang,3000020013744,Wisma Rumah KIta,Wisma Rumah KIta,"Padang Barat, Padang",1.5,8.4,121.0,Mengesankan
Padang,3000010043188,Rumah Tamu Agung,Rumah Tamu Agung,"Padang Timur, Padang",0.0,8.4,45.0,Mengesankan
Palembang,3000020008697,Wyndham Opi Hotel Palembang,Wyndham Opi Hotel Palembang,"Plaju, Palembang",5.0,8.5,5976.0,Mengesankan
Palembang,3000010002189,Beston Hotel Palembang (FKA Horison Ultima Palembang),Beston Hotel Palembang (FKA Horison Ultima Palembang),"Ilir Timur I, Palembang",4.0,8.5,10058.0,Mengesankan
Palembang,230345,The Alts Hotel,The Alts Hotel,"Ilir Timur II, Palembang",4.0,8.6,7144.0,Mengesankan
Palembang,3000010007189,ASTON Palembang Hotel & Conference Center,ASTON Palembang Hotel & Conference Center,"Ilir Timur II, Palembang",4.0,8.5,6467.0,Mengesankan
Palembang,3000010040222,All Nite & Day Palembang - Veteran,All Nite & Day Palembang - Veteran,"Ilir Timur I, Palembang",3.0,8.6,7479.0,Mengesankan
Palembang,335926,MaxOneHotels.com @ Vivo Palembang,MaxOneHotels.com @ Vivo Palembang,"Ilir Timur II, Palembang",3.0,8.2,12846.0,Nyaman
Palembang,3000020009998,The Zuri Palembang,The Zuri Palembang,"Bukit Kecil, Palembang",4.0,8.6,7298.0,Mengesankan
Palembang,2000000212517,Rio City Hotel,Rio City Hotel,"Ilir Timur II, Palembang",3.0,7.9,3204.0,Nyaman
Palembang,3000010007593,BATIQA Hotel Palembang,BATIQA Hotel Palembang,"Ilir Barat I, Palembang",3.5,8.5,7602.0,Mengesankan
Palembang,3000010007230,favehotel Palembang,favehotel Palembang,"Ilir Timur II, Palembang",3.0,8.4,8960.0,Mengesankan
Palembang,3000020018623,Harper Palembang by ASTON,Harper Palembang by ASTON,"Ilir Timur II, Palembang",4.0,8.4,4254.0,Mengesankan
Palembang,3000010019656,Hotel Santika Radial Palembang,Hotel Santika Radial Palembang,"Bukit Kecil, Palembang",3.0,8.5,6886.0,Mengesankan
Palembang,3000010034754,The Excelton Hotel,The Excelton Hotel,"Ilir Barat I, Palembang",5.0,8.5,4890.0,Mengesankan
Palembang,3000010002919,Algoritma Hotel Palembang,Algoritma Hotel Palembang,"Ilir Timur II, Palembang",3.0,8.4,8010.0,Mengesankan
Palembang,3000010028750,The 1O1 Palembang Rajawali,The 1O1 Palembang Rajawali,"Ilir Timur II, Palembang",4.0,8.6,5593.0,Mengesankan
Palembang,3000010026278,Ayola Sentosa Palembang,Ayola Sentosa Palembang,"Ilir Timur I, Palembang",3.0,8.5,3541.0,Mengesankan
Palembang,1000000509594,Emilia Hotel By Amazing - Palembang,Emilia Hotel By Amazing - Palembang,"Bukit Kecil, Palembang",3.0,8.6,4120.0,Mengesankan
Palembang,9000000952536,Luminor Hotel Palembang,Luminor Hotel Palembang,"Ilir Timur I, Palembang",3.0,8.2,108.0,Nyaman
Palembang,9000000575016,Opa Hotel Palembang,Opa Hotel Palembang,"Ilir Timur II, Palembang",4.0,8.3,796.0,Mengesankan
Palembang,9000000966994,Rid's Hotel Palembang,Rid's Hotel Palembang,"Alang-Alang Lebar, Palembang",3.0,8.8,187.0,Mengesankan
Palembang,3000020013607,Cordela Inn R. Sukamto Palembang,Cordela Inn R. Sukamto Palembang,"Ilir Timur II, Palembang",2.0,8.5,1392.0,Mengesankan
Palembang,2000000217848,Sintesa Peninsula Hotel Palembang,Sintesa Peninsula Hotel Palembang,"Ilir Timur II, Palembang",4.0,8.2,2376.0,Nyaman
Palembang,2000000212517,Rio City Hotel,Rio City Hotel,"Ilir Timur II, Palembang",3.0,7.9,3204.0,Nyaman
Palembang,3000020013141,Hotel Harvani,Hotel Harvani,"Ilir Timur II, Palembang",2.0,8.1,1673.0,Nyaman
Palembang,3000010011776,Barong Hotel,Barong Hotel,"Ilir Barat I, Palembang",1.0,8.1,4878.0,Nyaman
Palembang,3000020016188,OYO 142 Hotel Al Furqon Syariah,OYO 142 Hotel Al Furqon Syariah,"Ilir Timur II, Palembang",2.0,8.4,420.0,Mengesankan
Palembang,3000020020936,The Emerald Inn,The Emerald Inn,"Ilir Barat I, Palembang",1.5,8.3,207.0,Mengesankan
Palembang,3000010031475,Denata B&B,Denata B&B,"Ilir Timur I, Palembang",2.0,8.5,899.0,Mengesankan
Palembang,3000020014797,Cemerlang Inn,Cemerlang Inn,"Ilir Timur I, Palembang",0.0,8.0,1340.0,Nyaman
Palembang,3000020017880,Alpha Family Kostel,Alpha Family Kostel,"Ilir Timur II, Palembang",2.0,8.2,195.0,Nyaman
Palembang,3000020009000,Homestay 82 Syariah Palembang,Homestay 82 Syariah Palembang,"Ilir Timur II, Palembang",2.0,8.4,205.0,Mengesankan
Palembang,9000000368886,U_xpress Hotel,U_xpress Hotel,"Ilir Timur I, Palembang",0.0,8.3,72.0,Mengesankan
Palembang,3000010011593,Hotel Alam Sutra,Hotel Alam Sutra,"Sukarame, Palembang",2.0,8.2,346.0,Nyaman
Palembang,9000000806641,OYO 3431 Alpha Hotel Syariah,OYO 3431 Alpha Hotel Syariah,"Sukarame, Palembang",1.0,8.2,59.0,Nyaman
Palembang,9000000958303,Circle One,Circle One,"Ilir Timur I, Palembang",0.0,8.4,53.0,Mengesankan
Palembang,9000001071221,Desilva Bandara,Desilva Bandara,"Sukarame, Palembang",2.0,8.3,6.0,Mengesankan
Palembang,9000000369854,OYO 1389 Hotel Carissima,OYO 1389 Hotel Carissima,"Ilir Timur I, Palembang",1.0,7.6,61.0,Nyaman
Palembang,9000000947765,OYO 90226 Penginapan Sederhana Syariah,OYO 90226 Penginapan Sederhana Syariah,"Ilir Timur II, Palembang",1.0,8.5,53.0,Mengesankan
Palembang,9000001072131,roriz house palembang,roriz house palembang,"Sukarame, Palembang",0.0,,3.0,
Palembang,9000000883084,Wisma Cendana Syariah,Wisma Cendana Syariah,"Ilir Timur II, Palembang",0.0,8.7,76.0,Mengesankan
Palembang,9000000966659,Collection O 90428 Remington Hotel,Collection O 90428 Remington Hotel,"Ilir Timur II, Palembang",0.0,8.5,34.0,Mengesankan
Palembang,3000010033280,D'Paragon Dwikora,D'Paragon Dwikora,"Ilir Barat I, Palembang",0.0,7.8,449.0,Nyaman
Palembang,9000000414128,OYO 1868 Penginapan Sekip,OYO 1868 Penginapan Sekip,"Ilir Timur II, Palembang",0.0,7.8,32.0,Nyaman
Palembang,9000000501818,OYO 2177 Trikora Indah Residence Palembang,OYO 2177 Trikora Indah Residence Palembang,"Ilir Barat I, Palembang",1.0,7.3,96.0,Nyaman
Palembang,9000001072910,OYO 91680 Hotel Mentari,OYO 91680 Hotel Mentari,"Sukarame, Palembang",0.0,,1.0,
Palembang,3000020018246,Hotel Grand Putri Sriwijaya Syariah,Hotel Grand Putri Sriwijaya Syariah,"Plaju, Palembang",0.0,8.4,83.0,Mengesankan
Palembang,3000010033253,D'Paragon Trikora,D'Paragon Trikora,"Ilir Barat I, Palembang",0.0,8.0,620.0,Nyaman
Palembang,9000000966626,OYO 90412 My Kost,OYO 90412 My Kost,"Ilir Timur I, Palembang",0.0,7.1,34.0,Nyaman
Palembang,9000001043657,Green Guesthouse,Green Guesthouse,"Sukarame, Palembang",0.0,8.5,11.0,Mengesankan
Palembang,3000010035381,OYO 91160 Wisma Srijaya Syariah,OYO 91160 Wisma Srijaya Syariah,"Ilir Barat I, Palembang",1.5,7.6,137.0,Nyaman
Palembang,9000001099707,OYO 91805 Hotel Wisma Bari,OYO 91805 Hotel Wisma Bari,"Ilir Timur I, Palembang",0.0,,3.0,
Bogor,2000000188453,Lorin Sentul Hotel,Lorin Sentul Hotel,"Sentul, Bogor",4.0,7.9,9907.0,Nyaman
Bogor,3000010012316,ASTON Sentul Lake Resort & Conference Center,ASTON Sentul Lake Resort & Conference Center,"Sentul, Bogor",4.0,8.5,4138.0,Mengesankan
Bogor,3000010001702,Grand Savero Hotel Bogor,Grand Savero Hotel Bogor,"Padjajaran, Bogor",4.0,8.5,6859.0,Mengesankan
Bogor,3000020021201,Horison Ultima Bhuvana Ciawi,Horison Ultima Bhuvana Ciawi,"Ciawi, Bogor",4.0,8.5,1192.0,Mengesankan
Bogor,1000000568953,ibis Styles Bogor Raya,ibis Styles Bogor Raya,"Bogor Raya, Bogor",4.0,8.8,6948.0,Mengesankan
Bogor,49743,Novotel Bogor Golf Resort & Convention Center,Novotel Bogor Golf Resort & Convention Center,"Bogor Raya, Bogor",5.0,8.4,3630.0,Mengesankan
Bogor,1000000475287,R Hotel Rancamaya,R Hotel Rancamaya,"Bogor Selatan, Bogor",4.0,8.8,5631.0,Mengesankan
Bogor,3000010001004,Padjadjaran Suites Resort & Convention Hotel,Padjadjaran Suites Resort & Convention Hotel,"Bogor Nirwana Residence, Bogor",4.0,8.2,4307.0,Nyaman
Bogor,9000000690775,Savero Style Bogor,Savero Style Bogor,"Padjajaran, Bogor",2.0,8.5,3899.0,Mengesankan
Bogor,3000010001004,Padjadjaran Suites Resort & Convention Hotel,Padjadjaran Suites Resort & Convention Hotel,"Bogor Nirwana Residence, Bogor",4.0,8.2,4307.0,Nyaman
Bogor,3000010000998,Arch Hotel Bogor,Arch Hotel Bogor,"Padjajaran, Bogor",3.5,8.3,6116.0,Mengesankan
Bogor,3000010016717,Green Forest Bogor,Green Forest Bogor,"Bogor Selatan, Bogor",4.0,7.9,1634.0,Nyaman
Bogor,3000010001332,Padjadjaran Hotel,Padjadjaran Hotel,"Padjajaran, Bogor",4.0,8.2,5438.0,Nyaman
Bogor,3000010004583,The Sahira Hotel ( Syariah Hotel ),The Sahira Hotel ( Syariah Hotel ),"Tanah Sareal, Bogor",4.0,8.7,2959.0,Mengesankan
Bogor,3000010023383,Citrus-house,Citrus-house,"Bogor Timur, Bogor",1.0,8.7,3476.0,Mengesankan
Bogor,3000010033116,Onih Hotel,Onih Hotel,"Juanda, Bogor",3.0,8.6,1574.0,Mengesankan
Bogor,3000010043657,New Green Sentul Resort & Hotel,New Green Sentul Resort & Hotel,"Sentul, Bogor",1.0,8.0,1098.0,Nyaman
Bogor,3000010007512,Sahira Butik Hotel (Syariah Hotel),Sahira Butik Hotel Paledang,"Juanda, Bogor",3.0,8.6,1818.0,Mengesankan
Bogor,3000010001548,Rizen Padjadjaran Hotel,Rizen Padjadjaran Hotel,"Pakuan, Bogor",3.0,8.2,756.0,Nyaman
Bogor,3000020002127,The Village Resort Bogor By Waringin Hospitality,The Village Resort Bogor By Waringin Hospitality,"Caringin, Bogor",2.0,7.7,182.0,Nyaman
Bogor,9000000134739,Pelindo Residence (Syariah),Pelindo Residence (Syariah),"Ciawi, Bogor",3.0,8.6,548.0,Mengesankan
Bogor,9000000972243,Light Box,Light Box,"Padjajaran, Bogor",2.0,8.2,207.0,Nyaman
Bogor,3000020008052,Sahira Butik Pakuan (Syariah Hotel),Sahira Butik Pakuan (Syariah Hotel),"Pakuan, Bogor",3.0,8.7,1029.0,Mengesankan
Bogor,9000001039929,Sienna Residence,Sienna Residence,"Ciomas, Bogor",0.0,8.8,49.0,Mengesankan
Bogor,9000000961973,Residence Tanjung Pakuan,Residence Tanjung Pakuan,"Bogor Tengah, Bogor",0.0,7.1,145.0,Nyaman
Semarang,3000020011083,Po Hotel (FKA Crowne Plaza Semarang),Po Hotel (FKA Crowne Plaza Semarang),"Semarang Tengah, Semarang",5.0,8.4,2265.0,Mengesankan
Semarang,108994,Gumaya Tower Hotel Semarang,Gumaya Tower Hotel Semarang,"Semarang Tengah, Semarang",5.0,8.8,4521.0,Mengesankan
Semarang,3000010000522,Amanda Hills Bandungan,Amanda Hills Bandungan,"Bandungan, Semarang",3.0,8.1,3052.0,Nyaman
Semarang,62307,Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel Ciputra Semarang managed by Swiss-Belhotel International,"Semarang Tengah, Semarang",5.0,8.6,7507.0,Mengesankan
Semarang,290326,Whiz Hotel Pemuda Semarang,Whiz Hotel Pemuda Semarang,"Semarang Tengah, Semarang",2.0,8.3,16763.0,Mengesankan
Semarang,2000000147040,Grand Candi Hotel Semarang,Grand Candi Hotel Semarang,"Candisari, Semarang",5.0,8.3,3942.0,Mengesankan
Semarang,3000020000086,HA-KA Simpang Lima Hotel Semarang,HA-KA Simpang Lima Hotel Semarang,"Semarang Tengah, Semarang",3.0,8.4,5238.0,Mengesankan
Semarang,1000000572139,Horison Kota Lama Semarang,Horison Kota Lama Semarang,"Semarang Timur, Semarang",3.0,8.2,4984.0,Nyaman
Semarang,9000000889400,Golden City Hotel and Convention Center,Golden City Hotel and Convention Center,"Kota Lama, Semarang",4.0,8.5,708.0,Mengesankan
Semarang,9000000889400,Golden City Hotel and Convention Center,Golden City Hotel and Convention Center,"Kota Lama, Semarang",4.0,8.5,708.0,Mengesankan
Semarang,3000010000522,Amanda Hills Bandungan,Amanda Hills Bandungan,"Bandungan, Semarang",3.0,8.1,3052.0,Nyaman
Semarang,3000020013298,The Azana Hotel Airport Semarang,The Azana Hotel Airport Semarang,"Semarang Barat, Semarang",4.0,8.4,1094.0,Mengesankan
Semarang,3000020017992,Citrip Hotel Simpang Lima (FKA CityOne),Citrip Hotel Simpang Lima (FKA CityOne),"Semarang Tengah, Semarang",2.0,8.2,1593.0,Nyaman
Semarang,3000010000144,Hotel Citradream Semarang,Hotel Citradream Semarang,"Semarang Tengah, Semarang",2.0,8.4,7607.0,Mengesankan
Semarang,3000010001538,Candiview Hotel Semarang,Candiview Hotel Semarang,"Gajahmungkur, Semarang",2.0,8.3,4643.0,Mengesankan
Semarang,295610,Hotel Dalu Semarang,Hotel Dalu Semarang,"Pedurungan, Semarang",2.0,8.3,1743.0,Mengesankan
Semarang,3000010000698,Hotel Grasia,Hotel Grasia,"Gajahmungkur, Semarang",3.0,8.1,3020.0,Nyaman
Semarang,3000010007018,Hotel Pantes Candi Simpang Lima,Hotel Pantes Candi Simpang Lima,"Candisari, Semarang",1.0,8.1,1490.0,Nyaman
Semarang,3000010001931,Plaza Hotel Semarang,Plaza Hotel Semarang,"Banyumanik, Semarang",3.0,8.1,2157.0,Nyaman
Yogyakarta,3000010039024,INNSIDE by Melia Yogyakarta,INNSIDE by Melia Yogyakarta,"Depok, Yogyakarta",4.0,8.6,4719.0,Mengesankan
Yogyakarta,168,Melia Purosani Yogyakarta,Melia Purosani Yogyakarta,"Jalan Malioboro, Yogyakarta",5.0,8.7,3505.0,Mengesankan
Yogyakarta,1000000509788,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,"Mantrijeron, Yogyakarta",4.0,8.8,6562.0,Mengesankan
Yogyakarta,3000010007104,The Alana Yogyakarta Hotel & Convention Center,The Alana Yogyakarta Hotel & Convention Center,"Ngaglik, Yogyakarta",4.0,8.8,6564.0,Mengesankan
Yogyakarta,3000020003297,Yogyakarta Marriott Hotel,Yogyakarta Marriott Hotel,"Depok, Yogyakarta",5.0,9.0,3200.0,Mengesankan
Yogyakarta,100215,Hyatt Regency Yogyakarta,Hyatt Regency Yogyakarta,"Ngaglik, Yogyakarta",5.0,8.9,3711.0,Mengesankan
Yogyakarta,3000010007104,The Alana Yogyakarta Hotel & Convention Center,The Alana Yogyakarta Hotel & Convention Center,"Ngaglik, Yogyakarta",4.0,8.8,6564.0,Mengesankan
Yogyakarta,3000020001130,Sheraton Mustika Yogyakarta Resort & Spa,Sheraton Mustika Yogyakarta Resort & Spa,"Depok, Yogyakarta",5.0,8.5,2337.0,Mengesankan
Yogyakarta,3000020003297,Yogyakarta Marriott Hotel,Yogyakarta Marriott Hotel,"Depok, Yogyakarta",5.0,9.0,3200.0,Mengesankan
Yogyakarta,9000000974039,ARTOTEL Suites Bianti Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,"Gondokusuman, Yogyakarta",5.0,8.8,250.0,Mengesankan
Yogyakarta,289515,Royal Ambarrukmo Yogyakarta,Royal Ambarrukmo Yogyakarta,"Depok, Yogyakarta",5.0,9.0,4186.0,Mengesankan
Yogyakarta,3000010000393,Hotel Dafam Fortuna Seturan,Hotel Dafam Fortuna Seturan,"Seturan, Yogyakarta",4.0,8.5,8044.0,Mengesankan
Yogyakarta,3000020018650,eL Hotel Royale Yogyakarta Malioboro,eL Hotel Royale Yogyakarta Malioboro,"Jalan Malioboro, Yogyakarta",4.0,8.7,1881.0,Mengesankan
Yogyakarta,1000000643090,Grand Mercure Yogyakarta Adi Sucipto,Grand Mercure Yogyakarta Adi Sucipto,"Depok, Yogyakarta",5.0,8.6,2186.0,Mengesankan
Yogyakarta,3000010000813,The Rich Jogja Hotel,The Rich Jogja Hotel,"Mlati, Yogyakarta",4.0,8.5,9233.0,Mengesankan
Yogyakarta,149155,Grand Diamond Hotel Yogyakarta,Grand Diamond Hotel Yogyakarta,"Depok, Yogyakarta",4.0,8.5,3220.0,Mengesankan
Yogyakarta,9000001106272,Malyabhara Hotel,Malyabhara Hotel,"Jalan Malioboro, Yogyakarta",3.0,8.0,11.0,Nyaman
Yogyakarta,3000010014429,Lafayette Boutique Hotel,Lafayette Boutique Hotel,"Depok, Yogyakarta",5.0,8.8,4897.0,Mengesankan
Yogyakarta,3000010000269,Indoluxe Hotel Jogjakarta,Indoluxe Hotel Jogjakarta,"Ngaglik, Yogyakarta",4.0,8.7,6240.0,Mengesankan
Yogyakarta,9000000974039,ARTOTEL Suites Bianti Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,"Gondokusuman, Yogyakarta",5.0,8.8,250.0,Mengesankan
Yogyakarta,9000001039921,Next Hotel Yogyakarta,Next Hotel Yogyakarta,"Depok, Yogyakarta",4.0,7.9,85.0,Nyaman
Yogyakarta,344819,favehotel Kusumanegara,favehotel Kusumanegara,"Umbulharjo, Yogyakarta",3.0,8.2,5528.0,Nyaman
Yogyakarta,3000010007197,Harper Malioboro Yogyakarta by ASTON,Harper Malioboro Yogyakarta by ASTON,"Jetis, Yogyakarta",4.0,8.8,4811.0,Mengesankan
Yogyakarta,221496,Prime Plaza Hotel Jogjakarta,Prime Plaza Hotel Jogjakarta,"Gejayan, Yogyakarta",4.0,8.8,3042.0,Mengesankan
Yogyakarta,3000010008396,Yellow Star Ambarukmo Hotel,Yellow Star Ambarukmo Hotel,"Depok, Yogyakarta",3.0,8.4,8527.0,Mengesankan
Yogyakarta,3000010008560,Yellow Star Gejayan Hotel,Yellow Star Gejayan Hotel,"Gejayan, Yogyakarta",3.0,8.5,9357.0,Mengesankan
Yogyakarta,48681,The Jayakarta Yogyakarta Hotel & Spa,The Jayakarta Yogyakarta Hotel & Spa,"Depok, Yogyakarta",4.0,8.3,4811.0,Mengesankan
Yogyakarta,3000010008792,Grand Kangen Hotel Urip Sumoharjo Yogyakarta,Grand Kangen Hotel Urip Sumoharjo Yogyakarta,"Gondokusuman, Yogyakarta",3.0,8.5,9159.0,Mengesankan
Yogyakarta,9000000928297,Patra Malioboro Hotel,Patra Malioboro Hotel,"Jalan Malioboro, Yogyakarta",3.0,8.9,665.0,Mengesankan
Yogyakarta,3000010040445,Grand Keisha Yogyakarta,Grand Keisha Yogyakarta,"Gejayan, Yogyakarta",4.0,8.9,4722.0,Mengesankan
Yogyakarta,3000010028636,KJ Hotel Yogyakarta,KJ Hotel Yogyakarta,"Jalan Prawirotaman, Yogyakarta",4.0,8.7,3385.0,Mengesankan
Yogyakarta,186635,Abadi Hotel Malioboro Yogyakarta by Tritama Hospitality,Abadi Hotel Malioboro Yogyakarta by Tritama Hospitality,"Jalan Malioboro, Yogyakarta",4.0,8.5,4221.0,Mengesankan
Yogyakarta,9000000927644,All Nite & Day Hotel Yogyakarta - Gejayan,All Nite & Day Hotel Yogyakarta - Gejayan,"Gondokusuman, Yogyakarta",3.0,8.4,1088.0,Mengesankan
Yogyakarta,9000000928841,Grand Rohan Jogja,Grand Rohan Jogja,"Banguntapan, Yogyakarta",4.0,8.7,340.0,Mengesankan
Yogyakarta,9000000924653,The Manohara Hotel Yogyakarta,The Manohara Hotel Yogyakarta,"Gejayan, Yogyakarta",4.0,8.7,294.0,Mengesankan
Yogyakarta,1000000643112,ibis Yogyakarta Adi Sucipto,ibis Yogyakarta Adi Sucipto,"Depok, Yogyakarta",3.0,8.7,2176.0,Mengesankan
Yogyakarta,3000010001880,Sagan Heritage Hotel,Sagan Heritage Hotel,"Gondokusuman, Yogyakarta",3.0,8.3,4228.0,Mengesankan
Yogyakarta,9000000502431,Aveon Hotel Yogyakarta by Daphna International,Aveon Hotel Yogyakarta by Daphna International,"Depok, Yogyakarta",4.0,8.3,1410.0,Mengesankan
Yogyakarta,3000010002676,h Boutique Hotel Jogjakarta,h Boutique Hotel Jogjakarta,"Gondokusuman, Yogyakarta",3.0,8.5,5977.0,Mengesankan
Yogyakarta,3000010038038,Grand Sarila Hotel Yogyakarta,Grand Sarila Hotel Yogyakarta,"Gejayan, Yogyakarta",3.0,8.2,9803.0,Nyaman
Yogyakarta,9000000511638,Student Castle Apartment HD,Student Castle Apartment HD,"Depok, Yogyakarta",0.0,7.8,165.0,Nyaman
Yogyakarta,3000010003256,Horison Lynn Yogyakarta,Horison Lynn Yogyakarta,"Mantrijeron, Yogyakarta",3.0,8.5,6017.0,Mengesankan
Yogyakarta,3000010008255,D'Salvatore Art & Boutique Hotel,D'Salvatore Art & Boutique Hotel,"Depok, Yogyakarta",3.0,8.4,4894.0,Mengesankan
Solo,3000010007128,The Alana Hotel and Convention Center - Solo by ASTON,The Alana Hotel and Convention Center - Solo by ASTON,"Colomadu, Solo",4.0,8.6,6672.0,Mengesankan
Solo,9000000801739,Swiss-Belhotel Solo,Swiss-Belhotel Solo,"Gilingan, Solo",4.0,8.7,1152.0,Mengesankan
Solo,3000010000353,Syariah Hotel Solo,Syariah Hotel Solo,"Kartasura, Solo",4.0,8.4,7588.0,Mengesankan
Solo,9000001071007,Grand Mercure Solo Baru,Grand Mercure Solo Baru,"Solo Baru, Solo",5.0,8.8,53.0,Mengesankan
Solo,3000020005662,POP! Hotel Solo,POP! Hotel Solo,"Purwosari, Solo",2.0,8.5,7163.0,Mengesankan
Solo,334898,favehotel Solo Baru,favehotel Solo Baru,"Solo Baru, Solo",3.0,8.3,10705.0,Mengesankan
Solo,294951,favehotel Manahan - Solo,favehotel Manahan - Solo,"Kerten, Solo",3.0,8.2,11591.0,Nyaman
Solo,2000000224310,Al Azhar Azhima Hotel Resort & Convention,Al Azhar Azhima Hotel Resort & Convention,"Ngemplak, Solo",3.0,7.8,1086.0,Nyaman
Solo,9000001071107,MAHALAYA The Legacy Hotel,MAHALAYA The Legacy Hotel,"Setabelan, Solo",4.0,9.2,37.0,Luar Biasa
Solo,3000010000434,Grand Orchid Hotel Solo,Grand Orchid Hotel Solo,"Timuran, Solo",3.0,8.0,6490.0,Nyaman
Solo,3000010000434,Grand Orchid Hotel Solo,Grand Orchid Hotel Solo,"Timuran, Solo",3.0,8.0,6490.0,Nyaman
Solo,9000000968265,LOA Living Solo Baru,LOA Living Solo Baru,"Solo Baru, Solo",3.0,8.7,361.0,Mengesankan
Solo,3000010007590,The Amrani Syariah Hotel,The Amrani Syariah Hotel,"Kerten, Solo",3.0,8.6,1493.0,Mengesankan
Solo,3000010040572,Hotel Tosan Solo Baru,Hotel Tosan Solo Baru,"Solo Baru, Solo",3.0,8.3,2733.0,Mengesankan
Solo,3000010001092,Twin Star Hotel Solo,Twin Star Hotel Solo,"Kestalan, Solo",2.0,8.3,1795.0,Mengesankan
Solo,1000000529269,Diamond Hotel,Diamond Hotel,"Purwosari, Solo",2.0,8.4,963.0,Mengesankan
Solo,9000001107480,Fivecord Hotel Solo,Fivecord Hotel Solo,"Jebres, Solo",0.0,8.8,9.0,Mengesankan
Solo,3000010000694,The Margangsa Hotel,The Margangsa Hotel,"Sriwedari, Solo",2.0,8.3,1236.0,Mengesankan
Solo,1000000490513,Indah Palace Solo,Indah Palace Solo,"Tipes, Solo",3.0,8.2,1335.0,Nyaman
Solo,9000000134084,Front One Cabin Slamet Riyadi,Front One Cabin Slamet Riyadi,"Kemlayan, Solo",1.0,8.4,1321.0,Mengesankan
Solo,3000010008292,Assalaam Syariah Hotel Solo,Assalaam Syariah Hotel Solo,"Kartasura, Solo",3.0,8.2,973.0,Nyaman
Solo,1000000529269,Diamond Hotel,Diamond Hotel,"Purwosari, Solo",2.0,8.4,963.0,Mengesankan
Solo,3000010002441,Hotel Bintang Solo,Hotel Bintang Solo,"Pucang Sawit, Solo",2.0,7.6,2136.0,Nyaman
Solo,2000000224310,Al Azhar Azhima Hotel Resort & Convention,Al Azhar Azhima Hotel Resort & Convention,"Ngemplak, Solo",3.0,7.8,1086.0,Nyaman
Solo,65547,Hotel Sahid Jaya Solo,Hotel Sahid Jaya Solo,"Ketelan, Solo",5.0,8.2,4191.0,Nyaman
Solo,3000010002843,Malioboro Inn Solo,Malioboro Inn Solo,"Laweyan, Solo",2.0,8.2,747.0,Nyaman
Solo,3000010002852,Griya Surya Solo Guesthouse,Griya Surya Solo Guesthouse,"Solo Baru, Solo",1.0,8.3,1761.0,Mengesankan
Solo,9000000808523,D'paragon Kerten,D'paragon Kerten,"Jajar, Solo",0.0,8.0,195.0,Nyaman
