city,name,displayName,region,starRating,userRating,numReviews,userRatingInfo,latitude,longitude,hotelFeatures,prices
Palembang,Emilia Hotel By Amazing - Palembang,Emilia Hotel By Amazing - Palembang,"Bukit Kecil, Palembang",3.0,8.6,4120.0,Mengesankan,-2.984709,104.754011,Aksesibel bagi penyandang disabilitas,2750000
Palembang,Luminor Hotel Palembang,Luminor Hotel Palembang,"Ilir Timur I, Palembang",3.0,8.2,108.0,Nyaman,-2.9718308968361846,104.75083529949188,Bayar saat Check-in,2400000
Palembang,Opa Hotel Palembang,Opa Hotel Palembang,"Ilir Timur II, Palembang",4.0,8.3,796.0,Mengesankan,-2.9597004,104.75707710000006,,1835000
Palembang,Rid's Hotel Palembang,Rid's Hotel Palembang,"Alang-Alang Lebar, Palembang",3.0,8.8,187.0,Mengesankan,-2.915003699128356,104.69942015776608,,1238000
Palembang,Cordela Inn R. Sukamto Palembang,Cordela Inn R. Sukamto Palembang,"Ilir Timur II, Palembang",2.0,8.5,1392.0,Mengesankan,-2.9525827,104.76158450000004,Teras rooftop,1370000
Palembang,Sintesa Peninsula Hotel Palembang,Sintesa Peninsula Hotel Palembang,"Ilir Timur II, Palembang",4.0,8.2,2376.0,Nyaman,-2.950862,104.783859,"Penitipan anak, Bar",1799000
Palembang,Rio City Hotel,Rio City Hotel,"Ilir Timur II, Palembang",3.0,7.9,3204.0,Nyaman,-2.980241,104.765071,"Layanan pijat, Spa",1602000
Palembang,Hotel Harvani,Hotel Harvani,"Ilir Timur II, Palembang",2.0,8.1,1673.0,Nyaman,-2.970807,104.76972209999995,,1195000
Palembang,Barong Hotel,Barong Hotel,"Ilir Barat I, Palembang",1.0,8.1,4878.0,Nyaman,-2.976138,104.74192,,1125000
Palembang,OYO 142 Hotel Al Furqon Syariah,OYO 142 Hotel Al Furqon Syariah,"Ilir Timur II, Palembang",2.0,8.4,420.0,Mengesankan,-2.9521481915661973,104.75682535115186,"Bayar saat Check-in, Check-out ekspress",430263
Palembang,The Emerald Inn,The Emerald Inn,"Ilir Barat I, Palembang",1.5,8.3,207.0,Mengesankan,-2.9756027709493886,104.73719604209371,"Check-out ekspress, Bar",1110000
Palembang,Denata B&B,Denata B&B,"Ilir Timur I, Palembang",2.0,8.5,899.0,Mengesankan,-2.971736699279921,104.75658492179718,"Karaoke, Check-out ekspress",928800
Palembang,Cemerlang Inn,Cemerlang Inn,"Ilir Timur I, Palembang",0.0,8.0,1340.0,Nyaman,-2.9739496832777075,104.75669552670388,,947619
Palembang,Alpha Family Kostel,Alpha Family Kostel,"Ilir Timur II, Palembang",2.0,8.2,195.0,Nyaman,-2.9523709,104.76202519999993,"Bayar saat Check-in, Tanda khusus bagi tuna netra, Bilyar, Teras rooftop, Ruangan game, Fasilitas bisnis, Check-out ekspress, Pusat kebugaran",869700
Palembang,Homestay 82 Syariah Palembang,Homestay 82 Syariah Palembang,"Ilir Timur II, Palembang",2.0,8.4,205.0,Mengesankan,-2.9625789673696983,104.76035177707672,Check-out ekspress,923338
Palembang,U_xpress Hotel,U_xpress Hotel,"Ilir Timur I, Palembang",0.0,8.3,72.0,Mengesankan,-2.9835561249437097,104.76041695581966,"Bayar saat Check-in, Aksesibel bagi penyandang disabilitas, Check-out ekspress",915000
Palembang,Hotel Alam Sutra,Hotel Alam Sutra,"Sukarame, Palembang",2.0,8.2,346.0,Nyaman,-2.944831,104.731482,"Bayar saat Check-in, Sewa mobil, Layanan pijat, Spa",975000
Palembang,OYO 3431 Alpha Hotel Syariah,OYO 3431 Alpha Hotel Syariah,"Sukarame, Palembang",1.0,8.2,59.0,Nyaman,-2.9086337885032307,104.69919048651704,Bayar saat Check-in,498701
Palembang,Circle One,Circle One,"Ilir Timur I, Palembang",0.0,8.4,53.0,Mengesankan,-2.9809852989955057,104.76274398216763,Bayar saat Check-in,920000
Palembang,Desilva Bandara,Desilva Bandara,"Sukarame, Palembang",2.0,8.3,6.0,Mengesankan,-2.9168753418862003,104.71402734518053,"Bayar saat Check-in, Teras rooftop, Check-out ekspress",540000
Palembang,OYO 1389 Hotel Carissima,OYO 1389 Hotel Carissima,"Ilir Timur I, Palembang",1.0,7.6,61.0,Nyaman,-2.975123874142169,104.74936504662708,"Bayar saat Check-in, Check-out ekspress",448951
Palembang,OYO 90226 Penginapan Sederhana Syariah,OYO 90226 Penginapan Sederhana Syariah,"Ilir Timur II, Palembang",1.0,8.5,53.0,Mengesankan,-2.9538829,104.7507789,"Bayar saat Check-in, Check-out ekspress",298845
Palembang,roriz house palembang,roriz house palembang,"Sukarame, Palembang",0.0,,3.0,,-2.9451823104097223,104.7333664300148,Bayar saat Check-in,910000
Palembang,Wisma Cendana Syariah,Wisma Cendana Syariah,"Ilir Timur II, Palembang",0.0,8.7,76.0,Mengesankan,-2.946830980070628,104.74876329302788,"Bayar saat Check-in, Dapur kecil, Teras rooftop, Check-out ekspress",435000
Palembang,Collection O 90428 Remington Hotel,Collection O 90428 Remington Hotel,"Ilir Timur II, Palembang",0.0,8.5,34.0,Mengesankan,-2.9693089,104.776883,"Bayar saat Check-in, Check-out ekspress",716098
Palembang,D'Paragon Dwikora,D'Paragon Dwikora,"Ilir Barat I, Palembang",0.0,7.8,449.0,Nyaman,-2.9718874,104.74145870000008,,1650000
Palembang,OYO 1868 Penginapan Sekip,OYO 1868 Penginapan Sekip,"Ilir Timur II, Palembang",0.0,7.8,32.0,Nyaman,-2.9696145,104.7518904,"Bayar saat Check-in, Check-out ekspress",491620
Palembang,OYO 2177 Trikora Indah Residence Palembang,OYO 2177 Trikora Indah Residence Palembang,"Ilir Barat I, Palembang",1.0,7.3,96.0,Nyaman,-2.9678487900333663,104.73967932484275,"Bayar saat Check-in, Check-out ekspress",370049
Palembang,OYO 91680 Hotel Mentari,OYO 91680 Hotel Mentari,"Sukarame, Palembang",0.0,,1.0,,-2.9370801,104.7276898,"Bayar saat Check-in, Check-out ekspress",317554
Palembang,Hotel Grand Putri Sriwijaya Syariah,Hotel Grand Putri Sriwijaya Syariah,"Plaju, Palembang",0.0,8.4,83.0,Mengesankan,-3.029772592299245,104.7892886631946,Bayar saat Check-in,915000
Palembang,D'Paragon Trikora,D'Paragon Trikora,"Ilir Barat I, Palembang",0.0,8.0,620.0,Nyaman,-2.9677318,104.73542709999992,,1485000
Palembang,OYO 90412 My Kost,OYO 90412 My Kost,"Ilir Timur I, Palembang",0.0,7.1,34.0,Nyaman,-2.9730339,104.7506975,"Bayar saat Check-in, Check-out ekspress",397215
Palembang,Green Guesthouse,Green Guesthouse,"Sukarame, Palembang",0.0,8.5,11.0,Mengesankan,-2.9190729,104.7080964,Check-out ekspress,405000
Palembang,OYO 91160 Wisma Srijaya Syariah,OYO 91160 Wisma Srijaya Syariah,"Ilir Barat I, Palembang",1.5,7.6,137.0,Nyaman,-2.9622361034123825,104.72045123577118,"Bayar saat Check-in, Check-out ekspress",174821
Palembang,OYO 91805 Hotel Wisma Bari,OYO 91805 Hotel Wisma Bari,"Ilir Timur I, Palembang",0.0,,3.0,,-2.9824573,104.7584975,Check-out ekspress,454026
Bogor,Lorin Sentul Hotel,Lorin Sentul Hotel,"Sentul, Bogor",4.0,7.9,9907.0,Nyaman,-6.5315578986993374,106.85598883068847,"Panahan, Aerobik, Bilyar, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",3134000
Bogor,ASTON Sentul Lake Resort & Conference Center,ASTON Sentul Lake Resort & Conference Center,"Sentul, Bogor",4.0,8.5,4138.0,Mengesankan,-6.587060849017382,106.8824458134918,"Penitipan anak, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran, Bar",9107345
Bogor,Grand Savero Hotel Bogor,Grand Savero Hotel Bogor,"Padjajaran, Bogor",4.0,8.5,6859.0,Mengesankan,-6.596488,106.804846,Bar di kolam renang,4648000
Bogor,Horison Ultima Bhuvana Ciawi,Horison Ultima Bhuvana Ciawi,"Ciawi, Bogor",4.0,8.5,1192.0,Mengesankan,-6.6611562,106.85389770000006,Klub anak,7133333
Bogor,ibis Styles Bogor Raya,ibis Styles Bogor Raya,"Bogor Raya, Bogor",4.0,8.8,6948.0,Mengesankan,-6.604849,106.837198,"Golf, Check-out ekspress",3342999
Bogor,Novotel Bogor Golf Resort & Convention Center,Novotel Bogor Golf Resort & Convention Center,"Bogor Raya, Bogor",5.0,8.4,3630.0,Mengesankan,-6.604141,106.836877,"Golf, Area main anak, Check-out ekspress",8675297
Bogor,R Hotel Rancamaya,R Hotel Rancamaya,"Bogor Selatan, Bogor",4.0,8.8,5631.0,Mengesankan,-6.659211,106.823043,"Panahan, Basket, Tunggang kuda, Tennis meja, Lapangan golf, Lapangan tennis outdoor, Pusat kebugaran, Bar",7505300
Bogor,Padjadjaran Suites Resort & Convention Hotel,Padjadjaran Suites Resort & Convention Hotel,"Bogor Nirwana Residence, Bogor",4.0,8.2,4307.0,Nyaman,-6.640523,106.786538,"Darts, Bersepeda atau bersepeda gunung, Tennis meja, Bilyar, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran",2794000
Bogor,Savero Style Bogor,Savero Style Bogor,"Padjajaran, Bogor",2.0,8.5,3899.0,Mengesankan,-6.5937674,106.8045138,"Layanan pijat, Teras rooftop, Spa",2950000
Bogor,Padjadjaran Suites Resort & Convention Hotel,Padjadjaran Suites Resort & Convention Hotel,"Bogor Nirwana Residence, Bogor",4.0,8.2,4307.0,Nyaman,-6.640523,106.786538,"Darts, Bersepeda atau bersepeda gunung, Tennis meja, Bilyar, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran",2794000
Bogor,Arch Hotel Bogor,Arch Hotel Bogor,"Padjajaran, Bogor",3.5,8.3,6116.0,Mengesankan,-6.578538,106.807873,"Layanan pijat, Pusat kebugaran, Spa",2470000
Bogor,Green Forest Bogor,Green Forest Bogor,"Bogor Selatan, Bogor",4.0,7.9,1634.0,Nyaman,-6.649556,106.805998,"Badminton, Basket, Ruang santai, Bersepeda atau bersepeda gunung, Tunggang kuda, Fasilitas bisnis, Lapangan tennis outdoor, Aksesibel bagi penyandang disabilitas",3250000
Bogor,Padjadjaran Hotel,Padjadjaran Hotel,"Padjajaran, Bogor",4.0,8.2,5438.0,Nyaman,-6.57699136505589,106.806938946247,,2730000
Bogor,The Sahira Hotel ( Syariah Hotel ),The Sahira Hotel ( Syariah Hotel ),"Tanah Sareal, Bogor",4.0,8.7,2959.0,Mengesankan,-6.574910341703628,106.79993838071825,"Bayar saat Check-in, Area main anak, Pusat kebugaran, Aksesibel bagi penyandang disabilitas",4000000
Bogor,Citrus-house,Citrus-house,"Bogor Timur, Bogor",1.0,8.7,3476.0,Mengesankan,-6.607841899999999,106.81917470000008,Check-out ekspress,2235000
Bogor,Onih Hotel,Onih Hotel,"Juanda, Bogor",3.0,8.6,1574.0,Mengesankan,-6.601645898352122,106.79454177618028,,2600000
Bogor,New Green Sentul Resort & Hotel,New Green Sentul Resort & Hotel,"Sentul, Bogor",1.0,8.0,1098.0,Nyaman,-6.5367916,106.86299140000006,"Aktivitas outdoor, Area main anak, Klub anak, Sewa mobil, Layanan pijat, Spa, Bar",2167000
Bogor,Sahira Butik Hotel (Syariah Hotel),Sahira Butik Hotel Paledang,"Juanda, Bogor",3.0,8.6,1818.0,Mengesankan,-6.600951,106.794146,"Area main anak, Klub anak, Sewa mobil, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Pusat kebugaran",2750000
Bogor,Rizen Padjadjaran Hotel,Rizen Padjadjaran Hotel,"Pakuan, Bogor",3.0,8.2,756.0,Nyaman,-6.603978,106.808952,,1870984
Bogor,The Village Resort Bogor By Waringin Hospitality,The Village Resort Bogor By Waringin Hospitality,"Caringin, Bogor",2.0,7.7,182.0,Nyaman,-6.713184773305533,106.86060239384848,Check-out ekspress,13260000
Bogor,Pelindo Residence (Syariah),Pelindo Residence (Syariah),"Ciawi, Bogor",3.0,8.6,548.0,Mengesankan,-6.655413999999999,106.85562900000002,"Basket, Ruang santai, Tennis meja, Bilyar, Teras rooftop, Fasilitas bisnis, Lapangan tennis outdoor, Aksesibel bagi penyandang disabilitas",1600000
Bogor,Light Box,Light Box,"Padjajaran, Bogor",2.0,8.2,207.0,Nyaman,-6.591992625667621,106.80558941356124,"Penitipan sepeda, Check-out ekspress",1764000
Bogor,Sahira Butik Pakuan (Syariah Hotel),Sahira Butik Pakuan (Syariah Hotel),"Pakuan, Bogor",3.0,8.7,1029.0,Mengesankan,-6.606828199999999,106.81060690000004,"Area main anak, Kursi berjemur tepi kolam",3210000
Bogor,Sienna Residence,Sienna Residence,"Ciomas, Bogor",0.0,8.8,49.0,Mengesankan,-6.574108900000001,106.7508688,Bayar saat Check-in,2378000
Bogor,Residence Tanjung Pakuan,Residence Tanjung Pakuan,"Bogor Tengah, Bogor",0.0,7.1,145.0,Nyaman,-6.597153658217978,106.81424260139464,Bayar saat Check-in,710000
Semarang,Po Hotel (FKA Crowne Plaza Semarang),Po Hotel (FKA Crowne Plaza Semarang),"Semarang Tengah, Semarang",5.0,8.4,2265.0,Mengesankan,-6.9786231,110.41565709999998,"Tanda khusus bagi tuna netra, Sewa mobil, Pusat kebugaran, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran",75888000
Semarang,Gumaya Tower Hotel Semarang,Gumaya Tower Hotel Semarang,"Semarang Tengah, Semarang",5.0,8.8,4521.0,Mengesankan,-6.977311,110.420059,"Golf mini, Restoran show cooking, Area main anak, Layanan pijat, Pusat kebugaran, Sauna, Spa, Bar",7300000
Semarang,Amanda Hills Bandungan,Amanda Hills Bandungan,"Bandungan, Semarang",3.0,8.1,3052.0,Nyaman,-7.219995,110.360637,"Volley, Restoran show cooking, Bersepeda atau bersepeda gunung, Tennis, Ruangan game, Lapangan tennis outdoor, Aksesibel bagi penyandang disabilitas, Check-out ekspress",2125000
Semarang,Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel Ciputra Semarang managed by Swiss-Belhotel International,"Semarang Tengah, Semarang",5.0,8.6,7507.0,Mengesankan,-6.988595,110.423799,"Layanan pijat, Pusat kebugaran, Spa, Bar",6545000
Semarang,Whiz Hotel Pemuda Semarang,Whiz Hotel Pemuda Semarang,"Semarang Tengah, Semarang",2.0,8.3,16763.0,Mengesankan,-6.97778,110.415086,,2820000
Semarang,Grand Candi Hotel Semarang,Grand Candi Hotel Semarang,"Candisari, Semarang",5.0,8.3,3942.0,Mengesankan,-7.016298,110.422818,"Aerobik, Tennis meja, Fasilitas bisnis, Lapangan tennis outdoor, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",8100000
Semarang,HA-KA Simpang Lima Hotel Semarang,HA-KA Simpang Lima Hotel Semarang,"Semarang Tengah, Semarang",3.0,8.4,5238.0,Mengesankan,-6.993303,110.429122,,3371197
Semarang,Horison Kota Lama Semarang,Horison Kota Lama Semarang,"Semarang Timur, Semarang",3.0,8.2,4984.0,Nyaman,-6.969023,110.431358,"Bar, Teras rooftop, Check-out ekspress, Bar",3312900
Semarang,Golden City Hotel and Convention Center,Golden City Hotel and Convention Center,"Kota Lama, Semarang",4.0,8.5,708.0,Mengesankan,-6.967673,110.430668,"Antar-jemput bandara, Pusat kebugaran, Bar",4197000
Semarang,Golden City Hotel and Convention Center,Golden City Hotel and Convention Center,"Kota Lama, Semarang",4.0,8.5,708.0,Mengesankan,-6.967673,110.430668,"Antar-jemput bandara, Pusat kebugaran, Bar",4197000
Semarang,Amanda Hills Bandungan,Amanda Hills Bandungan,"Bandungan, Semarang",3.0,8.1,3052.0,Nyaman,-7.219995,110.360637,"Volley, Restoran show cooking, Bersepeda atau bersepeda gunung, Tennis, Ruangan game, Lapangan tennis outdoor, Aksesibel bagi penyandang disabilitas, Check-out ekspress",2125000
Semarang,The Azana Hotel Airport Semarang,The Azana Hotel Airport Semarang,"Semarang Barat, Semarang",4.0,8.4,1094.0,Mengesankan,-6.9850258,110.38479559999996,"Karaoke, Teras rooftop, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa, Bar",3174445
Semarang,Citrip Hotel Simpang Lima (FKA CityOne),Citrip Hotel Simpang Lima (FKA CityOne),"Semarang Tengah, Semarang",2.0,8.2,1593.0,Nyaman,-6.989578,110.427384,"Sewa mobil, Layanan pijat, Spa",2466000
Semarang,Hotel Citradream Semarang,Hotel Citradream Semarang,"Semarang Tengah, Semarang",2.0,8.4,7607.0,Mengesankan,-6.981019,110.410395,,2400000
Semarang,Candiview Hotel Semarang,Candiview Hotel Semarang,"Gajahmungkur, Semarang",2.0,8.3,4643.0,Mengesankan,-7.002187,110.409583,"Antar-jemput bandara, Bar",2425000
Semarang,Hotel Dalu Semarang,Hotel Dalu Semarang,"Pedurungan, Semarang",2.0,8.3,1743.0,Mengesankan,-7.006575937467707,110.45753002166748,"Jemputan stasiun kereta, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas",1316400
Semarang,Hotel Grasia,Hotel Grasia,"Gajahmungkur, Semarang",3.0,8.1,3020.0,Nyaman,-7.004583,110.409617,"Restoran show cooking, Jemputan stasiun kereta, Fasilitas bisnis, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas",3302367
Semarang,Hotel Pantes Candi Simpang Lima,Hotel Pantes Candi Simpang Lima,"Candisari, Semarang",1.0,8.1,1490.0,Nyaman,-7.0097864,110.4254407,"Jemputan stasiun kereta, Kursi berjemur, Aksesibel bagi penyandang disabilitas, Check-out ekspress",1958000
Semarang,Plaza Hotel Semarang,Plaza Hotel Semarang,"Banyumanik, Semarang",3.0,8.1,2157.0,Nyaman,-7.04765040503779,110.419879078865,"Aktivitas outdoor, Karaoke, Area main anak, Area berpayung",1490250
Yogyakarta,INNSIDE by Melia Yogyakarta,INNSIDE by Melia Yogyakarta,"Depok, Yogyakarta",4.0,8.6,4719.0,Mengesankan,-7.766981400000001,110.4316149,"Darts, Restoran show cooking, Bilyar, Teras rooftop, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",5324000
Yogyakarta,Melia Purosani Yogyakarta,Melia Purosani Yogyakarta,"Jalan Malioboro, Yogyakarta",5.0,8.7,3505.0,Mengesankan,-7.797229,110.368786,"Bar, Sewa mobil, Bilyar, Sauna, Bar",12000000
Yogyakarta,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,"Mantrijeron, Yogyakarta",4.0,8.8,6562.0,Mengesankan,-7.81465,110.36539,"Sewa mobil, Bar di kolam renang, Antar-jemput bandara, Spa",9238750
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,The Alana Yogyakarta Hotel & Convention Center,"Ngaglik, Yogyakarta",4.0,8.8,6564.0,Mengesankan,-7.739352,110.377259,"Aksesibel bagi penyandang disabilitas, Bar",6126030
Yogyakarta,Yogyakarta Marriott Hotel,Yogyakarta Marriott Hotel,"Depok, Yogyakarta",5.0,9.0,3200.0,Mengesankan,-7.761495867607936,110.39822458369964,"Restoran show cooking, Winery, Pengering pakaian, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",7937600
Yogyakarta,Hyatt Regency Yogyakarta,Hyatt Regency Yogyakarta,"Ngaglik, Yogyakarta",5.0,8.9,3711.0,Mengesankan,-7.74094043204933,110.373909473419,"Tennis meja, Lapangan golf, Tennis, Klub anak, Bilyar, Bar di kolam renang, Pusat kebugaran, Bar",8102514
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,The Alana Yogyakarta Hotel & Convention Center,"Ngaglik, Yogyakarta",4.0,8.8,6564.0,Mengesankan,-7.739352,110.377259,"Aksesibel bagi penyandang disabilitas, Bar",6126030
Yogyakarta,Sheraton Mustika Yogyakarta Resort & Spa,Sheraton Mustika Yogyakarta Resort & Spa,"Depok, Yogyakarta",5.0,8.5,2337.0,Mengesankan,-7.781744,110.428075,"Restoran show cooking, Bar, Pengering pakaian, Teras rooftop, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",5475252
Yogyakarta,Yogyakarta Marriott Hotel,Yogyakarta Marriott Hotel,"Depok, Yogyakarta",5.0,9.0,3200.0,Mengesankan,-7.761495867607936,110.39822458369964,"Restoran show cooking, Winery, Pengering pakaian, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",7937600
Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,"Gondokusuman, Yogyakarta",5.0,8.8,250.0,Mengesankan,-7.7828827,110.3818613,"Winery, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Sauna, Spa, Bar",9445000
Yogyakarta,Royal Ambarrukmo Yogyakarta,Royal Ambarrukmo Yogyakarta,"Depok, Yogyakarta",5.0,9.0,4186.0,Mengesankan,-7.782973251012492,110.40316773016356,"Panahan, Restoran show cooking, Bersepeda atau bersepeda gunung, Area main anak, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",10491736
Yogyakarta,Hotel Dafam Fortuna Seturan,Hotel Dafam Fortuna Seturan,"Seturan, Yogyakarta",4.0,8.5,8044.0,Mengesankan,-7.76561,110.410881,"Penitipan anak, Sewa mobil, Layanan pijat, Aksesibel bagi penyandang disabilitas, Spa, Bar",3089997
Yogyakarta,eL Hotel Royale Yogyakarta Malioboro,eL Hotel Royale Yogyakarta Malioboro,"Jalan Malioboro, Yogyakarta",4.0,8.7,1881.0,Mengesankan,-7.7937449,110.36499779999995,"Penyewaan sepeda, Layanan pijat, Pusat kebugaran, Bar di kolam renang, Spa",14670000
Yogyakarta,Grand Mercure Yogyakarta Adi Sucipto,Grand Mercure Yogyakarta Adi Sucipto,"Depok, Yogyakarta",5.0,8.6,2186.0,Mengesankan,-7.783458,110.392004,,5343099
Yogyakarta,The Rich Jogja Hotel,The Rich Jogja Hotel,"Mlati, Yogyakarta",4.0,8.5,9233.0,Mengesankan,-7.752580999999978,110.36108874603268,"Tanda khusus bagi tuna netra, Restoran show cooking, Bilyar, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran, Bar",5999999
Yogyakarta,Grand Diamond Hotel Yogyakarta,Grand Diamond Hotel Yogyakarta,"Depok, Yogyakarta",4.0,8.5,3220.0,Mengesankan,-7.782487,110.423852,"Sewa mobil, Fasilitas bisnis",3631109
Yogyakarta,Malyabhara Hotel,Malyabhara Hotel,"Jalan Malioboro, Yogyakarta",3.0,8.0,11.0,Nyaman,-7.7934831,110.3661721,,6554000
Yogyakarta,Lafayette Boutique Hotel,Lafayette Boutique Hotel,"Depok, Yogyakarta",5.0,8.8,4897.0,Mengesankan,-7.759281,110.387459,"Jemputan stasiun kereta, Penitipan anak, Sewa mobil, Layanan pijat, Pusat kebugaran, Check-out ekspress, Spa, Pusat kebugaran",9047000
Yogyakarta,Indoluxe Hotel Jogjakarta,Indoluxe Hotel Jogjakarta,"Ngaglik, Yogyakarta",4.0,8.7,6240.0,Mengesankan,-7.750694,110.371717,"Sewa mobil, Pusat kebugaran, Teras rooftop, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran, Bar",4050000
Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,"Gondokusuman, Yogyakarta",5.0,8.8,250.0,Mengesankan,-7.7828827,110.3818613,"Winery, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Sauna, Spa, Bar",9445000
Yogyakarta,Next Hotel Yogyakarta,Next Hotel Yogyakarta,"Depok, Yogyakarta",4.0,7.9,85.0,Nyaman,-7.780946799999998,110.418641,"Bayar saat Check-in, Ruang santai, Bar, Pengering pakaian, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",3845555
Yogyakarta,favehotel Kusumanegara,favehotel Kusumanegara,"Umbulharjo, Yogyakarta",3.0,8.2,5528.0,Nyaman,-7.801641892773746,110.38823737116392,"Layanan pijat, Spa",6200000
Yogyakarta,Harper Malioboro Yogyakarta by ASTON,Harper Malioboro Yogyakarta by ASTON,"Jetis, Yogyakarta",4.0,8.8,4811.0,Mengesankan,-7.784741,110.367112,"Sewa mobil, Layanan pijat",13811684
Yogyakarta,Prime Plaza Hotel Jogjakarta,Prime Plaza Hotel Jogjakarta,"Gejayan, Yogyakarta",4.0,8.8,3042.0,Mengesankan,-7.77732899907829,110.389047861099,"Basket, Aerobik, Restoran show cooking, Ruang santai, Bersepeda atau bersepeda gunung, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",4676400
Yogyakarta,Yellow Star Ambarukmo Hotel,Yellow Star Ambarukmo Hotel,"Depok, Yogyakarta",3.0,8.4,8527.0,Mengesankan,-7.783328000000002,110.39758899999993,"Penitipan anak, Sewa mobil, Layanan pijat, Spa",3455000
Yogyakarta,Yellow Star Gejayan Hotel,Yellow Star Gejayan Hotel,"Gejayan, Yogyakarta",3.0,8.5,9357.0,Mengesankan,-7.77139,110.389811,"Sewa mobil, Teras rooftop, Aksesibel bagi penyandang disabilitas, Check-out ekspress",3327000
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,The Jayakarta Yogyakarta Hotel & Spa,"Depok, Yogyakarta",4.0,8.3,4811.0,Mengesankan,-7.78345457624549,110.419667959213,"Ruang santai, Pemancingan, Bilyar, Fasilitas bisnis, Lapangan tennis outdoor, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",4368000
Yogyakarta,Grand Kangen Hotel Urip Sumoharjo Yogyakarta,Grand Kangen Hotel Urip Sumoharjo Yogyakarta,"Gondokusuman, Yogyakarta",3.0,8.5,9159.0,Mengesankan,-7.7831141,110.3869588,"Sewa mobil, Layanan pijat, Spa",4204541
Yogyakarta,Patra Malioboro Hotel,Patra Malioboro Hotel,"Jalan Malioboro, Yogyakarta",3.0,8.9,665.0,Mengesankan,-7.7917305,110.3637213,"Penitipan sepeda, Penyewaan sepeda, Sewa mobil, Aksesibel bagi penyandang disabilitas",7500000
Yogyakarta,Grand Keisha Yogyakarta,Grand Keisha Yogyakarta,"Gejayan, Yogyakarta",4.0,8.9,4722.0,Mengesankan,-7.7592676,110.3955307,"Restoran show cooking, Kursi berjemur, Pusat kebugaran, Teras rooftop, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Kursi berjemur tepi kolam, Pusat kebugaran",8300000
Yogyakarta,KJ Hotel Yogyakarta,KJ Hotel Yogyakarta,"Jalan Prawirotaman, Yogyakarta",4.0,8.7,3385.0,Mengesankan,-7.822790903967212,110.36712925606685,"Restoran show cooking, Bersepeda atau bersepeda gunung, Teras rooftop, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",4853320
Yogyakarta,Abadi Hotel Malioboro Yogyakarta by Tritama Hospitality,Abadi Hotel Malioboro Yogyakarta by Tritama Hospitality,"Jalan Malioboro, Yogyakarta",4.0,8.5,4221.0,Mengesankan,-7.790326,110.363202,Aksesibel bagi penyandang disabilitas,5360259
Yogyakarta,All Nite & Day Hotel Yogyakarta - Gejayan,All Nite & Day Hotel Yogyakarta - Gejayan,"Gondokusuman, Yogyakarta",3.0,8.4,1088.0,Mengesankan,-7.7802114,110.3879623,Check-out ekspress,3720000
Yogyakarta,Grand Rohan Jogja,Grand Rohan Jogja,"Banguntapan, Yogyakarta",4.0,8.7,340.0,Mengesankan,-7.7983109,110.4051346,"Area main anak, Sewa mobil, Antar-jemput bandara",13192650
